review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
ce87e38ac994c81c48da4d5943ae56bb,9386d40609a844441d3fc71a2d763aeb,3,,"A compra efetuada foram dois ursos que rezam, um rosa e um azul, recebi somente um dos produtos que adquiri, o rosa, estou aguardando retorno do vendedor, sobre o que ocorreu e se vou receber o outro",2018-02-22 00:00:00,2018-02-23 02:24:08
9fbaad8f7ba7652d9b453408a67df110,74b9959056734d2fa68d5570ea482664,5,,Produto entregue no prazo nota 10,2018-01-28 00:00:00,2018-01-28 23:18:47
614ce92b4cd86aef87ac6fb6bdbadd5e,3d3047f50d4d6bee7d15f08de007146a,5,,,2018-01-27 00:00:00,2018-01-28 21:58:49
e331fff8d7d33514b80fdfcfb18ddb15,3127891eb38cfdbbe6d5603c658c1509,5,,,2018-02-19 00:00:00,2018-02-22 00:40:08
04ff457ec2a069e6902d100eefabdab3,fc0d78109239dcb41dc110f375f1b397,4,,,2018-02-15 00:00:00,2018-02-16 07:18:03
71d6d02f57622797c1e7748b1d25f478,3b336014b6a2b0774fb872f338dab7a2,3,,,2018-01-21 00:00:00,2018-01-23 23:20:39
bde6190304288e3dbf8d27a546eafe7b,85e82878a7121ee2d2018b2299b7915e,1,,,2018-03-21 00:00:00,2018-03-21 14:21:47
3d04a2f375e99a14f0b7087621ba4f3f,022d47e6dd2e127493b8f51c8408078c,5,,,2018-01-23 00:00:00,2018-01-24 00:44:13
a11909011b050f63d4ab83d60cc973f4,eaaf4c10be63cb2ea3e02a7512d4d397,5,,,2018-02-01 00:00:00,2018-02-04 00:27:06
b2f2d08e569b43d5157a821ff0fcfcb9,f75455b78762d30c7e663172f18dbcbe,3,,,2018-02-28 00:00:00,2018-03-03 02:41:14
caf2fda142dedd88d1d655453e5a598d,7830b4558355121b3b0703913ad9d100,2,,"O produto veio fora da especificação. A calota vendida tinha o símbolo da Citroën, mas a calota veio sem este símbolo. ",2018-02-08 00:00:00,2018-02-12 11:52:11
8985eea657cdce69a632d3fce1649835,3fb89a73b375862ec41e85344c4c51c2,3,,,2018-02-07 00:00:00,2018-02-07 22:46:16
445039377c9ce49bbfa8e4822c99ead7,94647755aed55676ec36da516c9d439f,1,,Eu recebi desta loja apenas dois pendentes. Paguei o boleto antecipado e um produto não veio: Trata-se de um Pendente Em Alumínio Meia Bola Medio Escovado no valor de R$ 90 . Quero $ de volta. ,2018-02-02 00:00:00,2018-02-04 15:41:13
2031e682a1a66dd7ed0fb46b0d8df0b0,419d6e22eba13162bab9a27445a72179,3,,rapidez na entrega. ,2018-01-27 00:00:00,2018-01-29 19:48:47
20c8d9b750e26cebdedaf847b58681b7,8df707012e98bba020753efdaca3fef4,5,,"eu tinha aberto a reclamação solicitando o reenvio ontem e durante a tarde aconteceu

grato",2018-02-15 00:00:00,2018-02-15 18:54:29
bed172436b538b5a3fc67c493004f046,a9a71d9344772c405bfeb378bc587215,3,,"Produto entregue divergente do adquirido e não deram resposta a solicitação feita no site. Trata-se de presente e não pude entregar, aguardo troca do mesmo.",2018-02-15 00:00:00,2018-02-17 19:20:01
e23cd90d3b25b937ffff4ac9687ff08e,5f476a80b69ebf2744c36c282812abd5,5,,,2018-02-06 00:00:00,2018-02-06 23:32:05
968a6443cdaf0f905d0ac0b90e950d9c,a4053182813e7c27c89a787f74361603,3,,"O produto foi entregue no prazo, até uma semana antes, porém houve um imprevisto na minha entrega, tentei entrar em contato várias vezes sem nenhum sucesso, fiquei mais de semana sem saber de nada.",2018-03-03 00:00:00,2018-03-04 02:40:47
b2a694b42ac51fe76833c5d0cc0a6285,5bfad1932352fcd447ddb67c215b5552,5,,"OTIMO , ",2018-03-06 00:00:00,2018-03-20 19:44:26
2233921a686d5f22e6f58be1990615f3,7e8fd0c601d51838d063e75482cbad9c,5,,,2018-02-27 00:00:00,2018-03-01 14:32:14
59da8479890c076277cc85f2e1211206,6489b3baf98eaf50ca1b39f9178a1510,5,,perfeito.,2018-03-10 00:00:00,2018-03-15 23:32:38
ded5038b0d3f637da6c7e49cf0cc1f90,982bb20d431aa26aea1947414cc5fe20,5,,,2018-01-28 00:00:00,2018-01-29 00:04:44
dbc34097c70956a41292d463896793d0,d211250c55eeca57b507cfe8e97e8d7d,2,,"Material do produto bom, porém não cabe perfeitamente.",2018-02-22 00:00:00,2018-02-23 13:14:58
0d4de756435c49f8427d9d2cf6bc0f22,f49641d770ece70998b7b5ac891b3cd4,4,,,2018-02-20 00:00:00,2018-02-20 22:39:02
51092be67533bd176d0e52f3b0696229,c3c928dc0f48fd00aa7c7156f777812d,5,,O produto é ótimo e original recomendo.,2018-03-20 00:00:00,2018-03-22 14:24:11
95056a616f8d80735ebf5f120ff3541b,cde6f96935cb1fb7f0dd8e2ebf195573,5,,,2018-03-01 00:00:00,2018-03-03 22:28:29
a59277055ee75dc9a536fd48e9c2946e,f0fbc60d51bb40c156688d9ce008237f,2,,Foi entregue uma quantidade do produto. Sendo que pedi duas quantidades ,2018-01-31 00:00:00,2018-02-01 13:52:17
86133e78c80855d05ff97d3aeed11352,3f42893ac4bf0ff60f79ff701a65d0fe,5,,Estou satisfeita com produto.,2018-03-13 00:00:00,2018-03-13 20:15:45
34617db0bfcbbdc68cca333ed2c84181,1e9d813a96897b2f8b5e1b99dd50d10d,5,,,2018-01-18 00:00:00,2018-01-20 21:59:12
c72bb2ac0b37b74ce3185fc051f755be,bae1ccf3fe7baf222a4240bab9c095ca,5,,Otima loja,2018-01-23 00:00:00,2018-01-26 14:05:30
b588a4a27f125dc8a175ccd1d61677d1,098a986ddd350e605574040b04554267,4,,,2018-02-04 00:00:00,2018-02-07 17:47:42
e7fd5c927660218c94d4f753866e950e,3ed6bdde461210d79c78d2ba9327e03f,5,,,2018-02-27 00:00:00,2018-02-28 13:27:18
5603d18a7e3ee79456f22c303df6cd88,9aeaadde646cd9e4c51638f24ecf63cb,1,,,2018-02-25 00:00:00,2018-02-25 19:53:45
e38e73492870c7c62a45ff3ea58c9dde,fd220bb11ef8a046fef08e7c51f11651,1,,"Não realiza o que promete, depois de instalado fica vazando pelo cartucho, mesmo seguindo as instruções, não vale a pena, dinheiro jogado fora.",2018-02-15 00:00:00,2018-02-16 00:51:25
11b0067cc452c0aac84f00e9b15f7f45,c9240b9e46417f83c4cbca76aa120eae,5,,Fiquei muito satisfeita,2018-03-14 00:00:00,2018-03-14 18:46:57
dc00639c563bbe8904aaf3339ae9c975,c0c017c50d82e3833bd2e0a45b66b14c,5,,,2018-01-10 00:00:00,2018-01-13 23:45:43
2c15e1486bfe2e252c295054334bdfaf,351c4682748b3e66dd18732d650baff2,5,,,2018-03-22 00:00:00,2018-03-29 00:12:42
c10e84915936a3d519ccaf4205da27a6,f84cf1b66945f7dd5a8f3d20d06a875c,5,,Chegou muito rápido .,2018-02-09 00:00:00,2018-02-11 21:44:16
0a1077b45a9f0e26b4274045adcd99c9,a55bc0ec4a744ea57652f24a183894dd,5,,,2018-03-11 00:00:00,2018-03-11 22:12:59
17b1c8c6c1485832e2b3923b1396608c,8231afdd82b5ad4d2ed3f2445ed555a3,5,,,2018-01-31 00:00:00,2018-02-01 16:50:57
ea316fe3d24e401a0926b4bde8a548c2,07dee0f0916a444098de4beea749c5e5,5,,,2018-02-20 00:00:00,2018-02-21 10:18:41
878aacaa11885a2d9622106965a1013d,8374f35f0981af1a2b2ebc5cc5ac9859,1,,"Cartucho HP 60 colorido não funciona, impressora não reconhece como HP. Solicito instruções para devolução do produto e do dinheiro já pago..No Reclame Aqui tem varias queixas de produtos da targaryen .",2018-03-02 00:00:00,2018-03-05 13:27:55
e128a8c51f52ea80254f76c8d7f73c5c,a34e82fc511c9fb1866fba1dad2ac753,5,,,2018-02-27 00:00:00,2018-02-28 00:20:33
ee9949691b193ae868d7c017f4180f64,a9de9da3261a82140a4a82b5fb13494f,4,,,2018-02-20 00:00:00,2018-02-20 22:21:04
bc88d3b86fa8443d42894eb7b5f0d73c,36e694cf4cbc2a4803200c35e84abdc4,5,,,2018-02-21 00:00:00,2018-02-26 13:53:18
1867c42de156d1f16c0fbd0b9cf38ad4,3a970d6ac33a077a7c041912c4d8d560,5,,,2018-02-07 00:00:00,2018-02-09 21:32:35
9a7fdc6763e60850f34654487de135ae,f9ae93cf1664881693318b7684ab45b3,1,,,2018-01-31 00:00:00,2018-02-01 18:39:40
c421d1befe89e7a7927d6f8ecdb5f90d,0f678c7e594e9fd0203bb134c9bdf778,4,,,2018-01-19 00:00:00,2018-01-22 09:43:30
c6b3b96b5439024bc8a3e8ce5c5572d4,663ccd66895e16bba443625e63a777ff,4,,,2018-03-13 00:00:00,2018-03-13 23:58:46
0a91c21fbb9e7cced9eee0101233c183,9a900606a9398af4cfd33ef935bb00ed,5,,"Chegou muito rápido. Pelo preço é bom, só as pontas de massagem que achei um pouco fracas, mas se tiver cuidado dura! ",2018-02-27 00:00:00,2018-03-02 18:26:30
7cadd69d6e914b75d130c1dd0caf0d79,615774e695ab140dcb5e1c0aeb15b9cc,4,,,2018-03-17 00:00:00,2018-03-19 11:24:06
ce9f0c5403f3431ee2d69e7b75c58d3a,b547e3cf7b2399609a4ed02ad7e87f4d,5,,"Ótimo produto, super recomendo",2018-03-17 00:00:00,2018-03-20 15:25:12
f91704d5af52985d31da99c85944d454,807e0bcda46d81432d5c84ae79bb1032,5,,"Recomendo, produto de qualidade.",2018-02-21 00:00:00,2018-02-21 23:59:23
5ff847c2add0020addbd5858d6bfb21c,38035a76fee1437dca92e94b3e057af6,4,,,2018-03-18 00:00:00,2018-03-22 15:47:27
22db3544eb31093cb360441c90560965,e87746786779edef45938a6bc4572c0b,5,,,2018-02-27 00:00:00,2018-02-28 00:52:40
475dc6cf3f4f0080b37bb2d7ac3b0a0b,f4292190db56513f0a25ed9fa7fd2f10,3,,,2018-01-10 00:00:00,2018-01-16 22:00:44
951bb2c3bd12be221193cad8752d0872,a93e58aa5de1eb22f8b27f0a45c0f15d,5,,,2018-01-20 00:00:00,2018-01-21 00:51:13
eb2e7f397d9e41b7d911fd73e92f3d0c,310a0d29a24aac9be0dfee5e0fa45204,1,,,2018-02-10 00:00:00,2018-02-12 09:59:50
313f2775fb940e6586733173f3d38ee1,32f388f8cf046166d6cce5d0980f051d,5,,"Muito lindas, boa qualidade e ótimo preço !!",2018-03-02 00:00:00,2018-03-02 22:51:50
30bf1ace70fa451d7c3c0bd47e3572fe,5ee1e8b9ec2a16618f25fce5407f136b,5,,,2018-03-21 00:00:00,2018-03-22 09:30:40
df7a2e086b8770ecd67635079c9a8add,1a7f6ae87826fbacf57f362f73549869,5,,,2018-02-28 00:00:00,2018-03-01 15:25:34
f38f3aeec96dbea334f0636621bce815,c0d51e9a78ec5b240836342d1ada7d1c,5,,"Ótimo vendedor, recomendo! ",2018-03-11 00:00:00,2018-03-13 18:21:07
6fc047623de3c1be11b2ee6e81d1efe2,9e52b130c2b57f5dbff34caec0e04467,4,,,2018-01-18 00:00:00,2018-01-19 08:38:05
84354b45f2ca6e532557306a4f3370fc,51942abe49111ec0fb49141d451793df,5,,Adorei ,2018-02-23 00:00:00,2018-02-24 19:46:27
fbf69e0240319cfe22b012c1e220a58b,7681bce993e841ae140c728b7c8f1b9c,4,,"Chegou antes do prazo, parabéns!",2018-02-22 00:00:00,2018-02-25 21:40:11
85106266c44a3350d73ddab020728900,c36b97b242c0409d5f536b647b56256e,3,,,2018-03-18 00:00:00,2018-03-18 19:38:44
16be3a9b567301e2d31afb89e28d6251,22d5102a394ed953c1d0de4a702a5f9c,5,,,2018-02-24 00:00:00,2018-02-25 15:33:28
077facb497066b6db525fe2b1a48e4ff,e05ff0b1f94aa4420894333587a2ff1b,4,,,2018-03-17 00:00:00,2018-03-18 00:18:51
6a3f2ba6ab5af2afd72f9d40d487fd62,2fa86775694fc9f2f7f5132b8109544f,5,,Recomendo a todos,2018-02-23 00:00:00,2018-03-02 14:13:41
17e3aecbb1c1485b9ccf15f2efe55278,ec4dd77cb91b7689d123349c0e06f121,4,,Entrega no prazo e produto em perfeitas condições.,2018-02-21 00:00:00,2018-02-22 11:38:14
a43fa23f11b7626d77a5237bd4c89d12,3bfcb67badce1259bcc45c6fd1daafdb,5,,,2018-02-15 00:00:00,2018-02-17 15:04:06
c703ad4c01f64e03217e9029336587d5,db06ef65b157c381358ccccdfa3d1aea,3,,"O equipamento vendido foi bem inferior ao que comprei em 2017. Pelas fotos não tive noção da diferença, achando que se tratava de uma oportunidade de preço melhor, e não de equipamento inferior ",2018-01-25 00:00:00,2018-01-29 19:46:34
d45227f1167b2c10dd12dfe0087b858b,72c6c412519423a1a046bd52a9db5560,4,,,2018-01-24 00:00:00,2018-01-24 22:16:05
7e5776e1e618fbbf990c0d18c548c868,0810ae0fa88d7880bf3d2fa5fa172f60,4,,,2018-02-16 00:00:00,2018-02-17 00:19:38
1574b52697f26a30c9f4a773a0a16a52,aadb1fe538675aa88c90a42a6ef92dc9,5,,,2018-02-01 00:00:00,2018-02-02 10:11:01
acbed469c0dc194ff0223099d5e11453,32dad65c7c23a695894f80922d9299ec,5,,"Entrega e produto ok, recomendo!",2018-03-14 00:00:00,2018-03-15 11:37:25
2e6b843896e4f7d1bc59d803159711ca,4149b65aa3b1d53132e515241909e7ec,2,,,2018-02-07 00:00:00,2018-02-08 11:18:25
e4a7b190d8efefcd7afd52d436fd91f4,9e3645ad2be5ec175726706b2c3ac642,5,,,2018-01-13 00:00:00,2018-01-16 02:15:40
d6cdaa231dd2fa4f9051d221cc1b643e,8d8643b7344d206920590efda8cc5cb7,5,,,2018-03-12 00:00:00,2018-03-14 21:31:59
26c5466b15845adab76a414f88bd0803,4b4d023762cb66a4517f22ec1497ee17,5,,,2018-03-02 00:00:00,2018-03-05 13:13:16
376d5d16ee95dd22e7f44d013529f330,ef1d282a121e2bee046bbab7f9f88331,3,,,2018-03-20 00:00:00,2018-03-20 21:14:33
f758ad61767160ef29128426d3d315fb,1f8db122bf153dee50f12c5e38144665,3,,,2018-02-16 00:00:00,2018-02-19 00:59:07
cf3c7b9829aeac7f53328336287fc3dd,a17aee38be3194baacef391d7ef26415,5,,,2018-02-23 00:00:00,2018-02-23 20:22:31
5c1b51a85488f5170d78d58e593d6531,10b69324b897d3c3504084db8492f98a,5,,,2018-02-16 00:00:00,2018-02-16 21:02:17
2672e6c52505d5a2fe675ff2fc14efd7,38f4de107b2ebaed574ce9233ad3f261,5,,,2018-01-31 00:00:00,2018-01-31 23:36:13
f436d913b24e86f7520f537fc803c88b,039ff75de38e514eaa8ffb2618d5227e,5,,Gostei muito. Recomendo!Produto de qualidade e entrega rápida.,2018-01-10 00:00:00,2018-01-14 20:16:38
e7342b6eef784534810cb30d6e8b94d9,4d2e19ae56a1a07f7e506913229d76fa,5,,LEGAL,2018-02-27 00:00:00,2018-03-02 14:09:58
287ad282a167c89fe196978cee506bd3,005a1dded353107dbabf8ffc83a20365,5,,"Excelente,bonito e ajusta facil no braço. Nao é grande, tem o tamanho ideal e muitas funçoes. Super recomendo.",2018-03-03 00:00:00,2018-03-06 02:11:43
6d6107b823a3889a53248e128bc657c5,65b083a73802b06ce985dcc501f63181,5,,,2018-02-22 00:00:00,2018-02-25 01:58:45
770bc816ae1d307b69a1d1d34632550d,1d4e3c08acd5f70230aa904ef3cb86e3,2,,Bom dia! Até o presente momento o meu produto não foi entregue.,2018-03-15 00:00:00,2018-03-15 12:07:58
ad429b6e5d1af8446d183de9bca2d5a2,e2b7031b8151dd5de69d77a161b19c44,4,,,2018-02-28 00:00:00,2018-02-28 23:54:00
d702f2e9c409bf31ef3d425e603fae3c,7889ce550f16a1fe103ffcf2a4a537c2,5,,,2018-03-09 00:00:00,2018-03-09 09:22:06
4c8f44411e2c16aace0ca3a36ca0ad31,21f517fb48270e668d181b0844ccbf37,4,,,2018-02-22 00:00:00,2018-02-22 23:51:27
0016d2d10b5c26607549a29446578edf,7536412c065c3c88cab8d15d406b24d8,4,,,2018-03-13 00:00:00,2018-03-13 20:34:04
b0052a0c9eeaa86bfcdcad33b04baf2f,557feacb7d186d0cacec3e801d38fc8f,5,,"Muito rápido, não abri a embalagem ainda, mas acredito que esteja tudo certo.",2018-01-12 00:00:00,2018-01-12 16:57:27
38b8cd4661585874565ab951bcfade3e,1fe7938fdd30309ca9b8628091e0dcc4,5,,,2018-01-26 00:00:00,2018-01-27 00:38:21
026725a76a65e38ebb117a2a4138dc09,11d1d2c41d418db52862561ad533739a,4,,bom,2018-02-22 00:00:00,2018-02-23 14:41:18
7d05b3fcc83d6ef0d3d4aba7e50a0fc9,758b2f6c959f5aec10c8beefbcda84b8,3,,,2018-02-20 00:00:00,2018-02-20 23:51:13
c1bb88345a3dd83005d4a98fb79c3c21,99e8dc72b2020747e03965e5af86816d,5,,recomendo,2018-02-17 00:00:00,2018-02-20 16:10:54
1d248a71ece1a2c55642aeb704864413,f7d17bafe7c67afef77b8a96ad5abfd3,5,,,2018-02-10 00:00:00,2018-02-12 17:11:07
84614c842c2b0d8fa026eabcf483fc95,7d75fea897072c408995ab156c16ff30,5,,ok,2018-02-09 00:00:00,2018-02-15 12:13:55
2cfb26574cfc1edf598420f241b96ec9,1eddc90435daee35f9fc046b33b5c8b8,3,,,2018-02-20 00:00:00,2018-02-21 02:00:31
8dc1a377b8bd4b947baedbfa718ee1f0,d58887281a80d1e9b471be2d2f0bc774,3,,,2018-02-24 00:00:00,2018-02-26 20:33:50
b80037f9e1bbeee42ea1848bdfb4c7a7,a8957020fc3e51e6dcc4e8b13a5af428,5,,Entregue antes do prazo,2018-02-24 00:00:00,2018-02-24 19:58:02
f7a0282b411cab23c20fa91ae041037e,aeb280e267d4fcf5e2c8da2cbd0ef890,3,,,2018-01-24 00:00:00,2018-01-24 21:01:20
d365aae93ef20d8df5d719ebcf3d9cc5,afb217f83ceec9590ca2726247af3b50,4,,,2018-02-06 00:00:00,2018-02-08 22:10:06
473100292097d80cc72500c474fa46e1,ef9ea4b4cada599cd536834c525d980b,5,,"produto bacana, de boa qualidade e chegou em perfeito estado!!!",2018-01-28 00:00:00,2018-01-28 17:15:54
37d9311b62f2da11ea7ecb9fb9e40247,a328c24c32a2e3815402210e8bb95c5d,1,,,2018-03-06 00:00:00,2018-03-09 12:11:08
185f2867303d424125528defcfc7a0eb,6df2cfb6624c3e0b13775087f1cda182,4,,,2018-01-31 00:00:00,2018-02-20 16:49:39
4ebeae23ed52ebd8fc3416e49a88842d,8b0da5e289d763ef6aa842f3927d6421,5,,,2018-02-23 00:00:00,2018-02-26 02:33:33
339204f1e5c49680b991933b08d6e966,3a830ecb5338f0ff69822d388b64822e,4,,,2018-02-16 00:00:00,2018-02-16 17:35:29
275ff560606c332325c5fbd36c2ad11a,4cc479c410cb824d577fb1a31af7b002,5,,,2018-02-27 00:00:00,2018-03-02 23:58:02
0d2e69da0c91b019e3572d5dff1f69a3,9df586b8ab146a451addcd354a27a3ae,4,,Tudo certinho. No prazo. Produto muito bom.,2018-02-02 00:00:00,2018-02-03 01:43:05
1a070e87585cf73de8c4b8d3e9b67468,ca710aeaf469a14db2f46bf1bf7f5c54,1,,"Efetuamos pagamento no dia 19 de fevereiro. Pedido foi confirmado no dia 20 de fevereiro. 
Até hoje ( 17/03) não recebemos cartcuches.
Precisamos muito esses peças urgente. Muito prejuízo pela praz",2018-03-17 00:00:00,2018-03-17 11:30:00
3bde5a2d5063c9da7ab6076dd50fd32b,2d1bec8cfa830e47e6267b4e3c329dbd,3,,,2018-03-21 00:00:00,2018-03-24 04:16:52
b7251e7d81fbce07352d91d5b0e2117d,fbb1a0e5c4ba183f6cac6076920dc097,5,,"eficiente, dentro do prazo e comunicação clara com o consumidor. ",2018-02-17 00:00:00,2018-02-18 11:13:09
aacfd71004940b4ea25ce9b0cae6bcf2,b2f9e7490c9752bd0a3d8433208a5b50,5,,Produto bom entregue no prazo mesmo com os correios em greve ,2018-03-16 00:00:00,2018-03-23 18:00:16
d645a3ef5317dde1247dabba75fe3779,68619ce8e1d093c01359eb9d2dd22120,1,,"Eu adoro fazer compra na baratheon, mas tem uns parceiros dela que deixa a desejar.Meu carregador até agora nada.",2018-02-10 00:00:00,2018-02-12 15:21:32
e0b8fa8bcadc789caf1bd1b7466c10b1,f1820747ffc1cde68a5b2c501dfe8292,4,,,2018-02-22 00:00:00,2018-02-23 22:52:58
a8b57f9dd7b9b1c3a01fb5267c82d18a,07c25d3d928865cf442fac10a30163c0,5,,,2018-01-25 00:00:00,2018-01-26 10:12:53
b62773b2e1bf895281b02c1309e1045c,43439c4b45b39d5a7d27a31d6cebe43c,3,,,2018-01-27 00:00:00,2018-03-02 18:10:09
e293707f0bcb06fc579a199e4040ee4f,03eea4a8ecfbf94e0aa787c2d1b098e9,1,,,2018-02-04 00:00:00,2018-02-05 09:24:18
ccc1070eceb73ca9e7bbca1a79832033,fe451ba1809fbc234c68216803496d39,5,,,2018-02-07 00:00:00,2018-02-08 23:36:03
d8a233599b54833e556da69c69faf69a,4b20ac5099cdb7bcec3f8dfa89bdbdbe,5,,,2018-02-22 00:00:00,2018-02-28 01:11:44
a2a33763a53c33c8f07e58d55855dc77,a17af8e6044c5ccaa87b1d97559dc554,5,,"Bom amei o produto
",2018-03-15 00:00:00,2018-03-15 22:34:26
d053ebc0d0658165ba9a3ad761f2e259,1e54e64066c85e4c0b929c0dde6bec3b,5,,Loja honesta!...,2018-02-15 00:00:00,2018-02-18 16:21:28
13ee50a8cbe26a2f7910061998109d5d,987e9593668be10f799158973ca6fb87,4,,,2018-03-16 00:00:00,2018-03-26 13:12:53
24d41abfa6af10481e37ed694c77fbd0,8c2836b61bd663d5d6bc64ee2ba06ac6,5,,,2018-01-07 00:00:00,2018-01-09 15:17:49
