customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
34c7072b051e4df2c2a048d2db72edaa,a8953e3d7677addada63eee79b91e7ff,36504,uba,MG
ed35271185aa3ecf2e421970e47e473f,643b807a55c5add3c91379b31f50d206,17800,adamantina,SP
1c7d4bf8876c3a085598d708c616563c,a8397e4402779864503796dd87fdbedc,12412,pindamonhangaba,SP
280aa7f3ab12ed7c00216fb78fa0d065,c7770d8b16c2c8d608209bd7df488678,07072,guarulhos,SP
15bc7cbb1170241d34ff27230c88f023,6ef326dc1bc04a8e63bce7e749279a00,13032,campinas,SP
e2054b87898ae5f0c78d02286317178e,acfb17c1122b06dd09ea27d6e55cd139,20755,rio de janeiro,RJ
c0bc3778e0ea6b3c24a2fddf11dd49ad,53c7fe58f9f5f5d8a3d132ece5d4df8b,96400,bage,RS
2f944f4db017e0ca821988940060dde1,b55c4cbaa102fdce0375bc2a92ed4bf8,36200,barbacena,MG
5c7e0f8f6aa8e9d4f5703d54108df291,35bd5e295fe699acc2e24b0de1e53663,12051,taubate,SP
3782b0146ca11125a619eb487dd7b2e9,7b9fdbf39311ea24e456accef9d98b6d,28470,santo antonio de padua,RJ
6e119961531891f055b01aeb4f93552e,afa2d112b99f01c2f052f0dfec88726c,08573,itaquaquecetuba,SP
3bd124a0d3630c45d920e49a107b6912,53dad0f86e33e3e263658b3484563365,79770,anaurilandia,MS
460120cb864985d447516e2a69e244c0,029b457bd01199c39136f89e0eddcd3a,65620,coelho neto,MA
cdc5535d003319bc052576caf95eabdc,a6c4aa44d56da0c0d81baa9779708f60,35162,ipatinga,MG
6cb4c7f27681594075676ae0db2b2986,bbb4489598feac603a21e4560d04699e,88200,tijucas,SC
5f8529d3f9d41718127f8ed44d471c6e,d55e594accb5b8cd7e3c26cdd854f5bd,02878,sao paulo,SP
e5520637c495446fe29714a809c6e72e,3b54ec3e11e5befee527b120ef8b0f02,33600,pedro leopoldo,MG
adedcf3136a3eef7b9c2a65d778c72c2,ee464d4fde64c19df72f3051c29e0803,06787,taboao da serra,SP
f7bc089803fdef571f770ab60bbb8745,701ada356e78d72bfd5b279280762b79,51230,recife,PE
526441615839170e46ce165be2760060,a214e70576ced674f9ff61d283ab272e,13208,jundiai,SP
489b09be68ed44791c5b0eba7dc7eab3,08c07c761592a71b85136aa4fe76a6f4,48890,valente,BA
957be0f308e6fa876ef69064f6e24426,f7c7677be77763b1b2cf982a5e67fa61,22723,rio de janeiro,RJ
8f89d962f49f0d7a6d354a4ef3d099c2,d89a7bdab6223178b3a684e006474485,09370,maua,SP
4e3bfd141fb6f7efbad8d2f404d77a9e,9abd58f6bc7412a8da01a98351e6b989,13033,campinas,SP
9bfb255b9b882baed6b515d644f93f45,e69a2237d79485b1bf4c1b4dca757b4c,02440,sao paulo,SP
89fe9585e0731c01f8c1db25a8e3d1bd,f8e72998ed5d90531072d0f39d6bc9de,03192,sao paulo,SP
b275c3a32500fd86fb187b62b90c0d6c,5980f546cbb6a7df45ccae926feea7d0,70234,brasilia,DF
473510bdc67d814c1feda19dc137023e,8c3ff6ad9360189ef57d625d044d7c19,08500,ferraz de vasconcelos,SP
0489975a325480c9e385e9f135bb13c3,b577af9a54b023b4bcc51f69bb937f1c,14406,franca,SP
e3f62212035039c920a8409127b09a41,71f88676a49942af16839e9690b97f54,22060,rio de janeiro,RJ
944a2a882a05e28038d5469d405badfa,474dc55152d9636a4f660ca32374afcc,35900,itabira,MG
54e45f61024a906d5ed85efa3cc79c4e,a8bf8a5a3f01ec3bab15b75fb1920205,79080,campo grande,MS
7372613925550707111577db9b67af2e,dcd05c6270b396f7e09322ef1c6436a5,11623,sao sebastiao,SP
6cde1d78f199f11a10ff3b1673a82cb9,f9d51c7b92fa3e4402b6456d8babfb71,07911,francisco morato,SP
10ca6e617f38bd5d217ba0fea655b709,acaa6f655672f2558ebecf66492db971,62500,itapipoca,CE
e8f6f2dc565be3effe09647d2aa8d8fb,1bb986e8abaa9271acdc815a41b02528,88880,lauro muller,SC
bf56aa6eb743bb7c169701ad0ee1bbc8,54e585d73c89a6aff19a1557eb5e9d16,89057,blumenau,SC
79b6cc1cb0df21abe957c9173a05eeb7,545784b22ef94d0d03f2872868c43ade,08330,sao paulo,SP
fe5f081eb56748482abe3a5f13f7fc43,c8a19df09b2426e04c00d66e1ff7e460,40420,salvador,BA
bd2a328b9b4edaf2c99ac219ebd7366e,6a624079d93205c12f5325b45d796fe5,37502,itajuba,MG
bb64979ec39706aac2d6bfe15948a5c0,01d628fd151ab84d5063f2dc5c92a118,13720,sao jose do rio pardo,SP
3d315adacb2430ec7101214187b78f18,d9e9e81bc50c4162ab652bebc95fedca,83823,fazenda rio grande,PR
c1668d67ed2fc31300b5c2e60a709111,33909b7a3aadac8943ee99a62745f3ee,04718,sao paulo,SP
e28c952b06b7864dec144ee81e022296,e029dff65c92ca9e94d218ad357a4a58,24457,sao goncalo,RJ
ec7067023c9bf1a4a44aea980e45bb21,85e2d284523511fe8f6cd5488ac07751,38401,uberlandia,MG
ab610365471b25b2b6d3f055bb3d69ba,007a2fab7046647dad04fe7d08c57820,21330,rio de janeiro,RJ
ba91d8d4f43c684f071274292c2aee5d,2364ef5bad66038d7345fb7460b6322d,59795,felipe guerra,RN
bb6e58e6cad6ad02bcb618a15406c16d,d415d34f0683795bf85ab0bf30553504,11680,ubatuba,SP
2dbb8beaee5122cd247ae28b0caa47c1,7b7083ce4386a6c716311a0e156bc56e,13211,jundiai,SP
6ec162d7f7fafad0e98a7a8527f9a0fc,27f804545d7319ff0e9e0d84977337c1,31270,belo horizonte,MG
aad53c950158343811d07a7ce61c0f4c,49607f8d8bda4f66f906ce0206ca2df2,71570,brasilia,DF
7dea181d02fcb0026f5c2ece003a735e,cb9d837c85038a44d69bcd8a863d7d48,05565,sao paulo,SP
898107309c7e33b88d7141ebde723c17,8e23478d59ab253ef04d4d2056ebeb93,89240,sao francisco do sul,SC
9d27f64e63e4599ce90c0646b2f09efd,f52319a9425f4d047832c682e74931fe,02122,sao paulo,SP
71ad48df61327d880c5d6fbdbc971996,8a380989acfc7a95c26c4d8ed8f13b52,76935,sao francisco do guapore,RO
1d68bd2a2634f0efc973f13b9ade0384,458e853410c62ec3c56ddb76250e67a8,74770,goiania,GO
0e8e2f7bf1242ec3421144a8c8c5128e,43c6df1e7e000a1a44ab1e7540868732,23570,rio de janeiro,RJ
8a021120539f766fb61146d15fede9ba,d59a95b04f362565e898b4e30a3f317e,49160,nossa senhora do socorro,SE
c5b84038071afcc85b592d40ca2f6d21,a61654cc37cd1130c3d8a32fb45633d1,28035,campos dos goytacazes,RJ
4394e736cb205ce89c210d2dd8061745,1c7d293e28800335fcad1a7233920063,06473,barueri,SP
a87ae15da100fdfd87ebfbbbc3b1c3f4,708c9e7274b15cc6759512864a80ca5e,91520,porto alegre,RS
ec37a7901c9065e7e37c21cc3b983195,df7e5b52ece84986c61c1a6b3bf12861,13977,itapira,SP
6f33f93011237ac8e47e0652b5da71de,2c5100ebe43494cc2e7c912d5366f253,88062,florianopolis,SC
457c8245390b1ced9adff0627ef06543,956a0c9b59d543a1ef28814785ca78ec,18440,itabera,SP
35a68e6e1ebd3fa29294c6a7b198db42,c9e88dde299927079d22c21f72ba6e3d,67030,ananindeua,PA
b38fe1a2c24f64d3415260f865f25a72,6ad57de941618ad22da6deb4649b397f,01415,sao paulo,SP
7cbe12f98b9e452381c138a3632330a0,d5143a55375c779f0b196d9c831069d0,13273,valinhos,SP
ed11d279d89c44bca26fd1b29db725b5,9ee8464e78171dfec7dc9548b9bb3e59,22471,rio de janeiro,RJ
7b35de71a17b54fcc4c346901b06e7f9,b201f73880d198e069bbf3f13caed711,02845,sao paulo,SP
db1391f5393765bd6ca2ebf18b16bdaf,a85a504784568b5a41c18d3c22926d61,08710,mogi das cruzes,SP
9f8b2ccda5f9f90478038be84bb1ce22,818fe75a5a6229b3769b04c4ec9be2f5,03208,sao paulo,SP
1c7d3f9a5cad0ae81ecee8c4d1e50e10,b4bea0b73bb3756d0e13180e02d78755,04028,sao paulo,SP
219fd715b4810a1a506f8b36692f52cf,02a0646c59df9bfe155e5afd3317a87b,76821,porto velho,RO
118ea956ae83ce874aa0b2613c29f0a7,870c9668c304c089116a4b3a3a421887,13480,limeira,SP
b3f1a1af87346b32841846beef824d39,86a99562930247218b87dc1b8e6bff56,36400,conselheiro lafaiete,MG
64dffc44afdc3b21fc678ea8e14b7cb3,925751a747a151a7fa97f2f686d028c3,58040,joao pessoa,PB
dc1df2b56719ddf9f948b9a6442fdf4f,344141eaf792762726864ba90bafff13,71907,brasilia,DF
1e331e9effe37cc5bb06a638a9a9e077,b2259aa1f4009dd877cf0186cc6214fb,82560,curitiba,PR
1b291b52b63c7dd9b7f3c66d81ce813a,ee43cd2ec5fae90a9394c5e264144a46,31810,belo horizonte,MG
4666c0403e588762d3537b26c5504e53,bbd5c31d63e1b664fb68b21175fec0e9,37464,itanhandu,MG
16e5d9bf132da949d11e978e3ad1bb66,71f6d26d1201dbed5b138a27d618fff9,13806,mogi mirim,SP
aee6316af49a9075ee0cce8c83a90866,52552f43d5fe8a3a21890062264fa8e9,58050,joao pessoa,PB
35797e9184f5e25129a0c326e388a45a,ed6944b3d65c3c4f77e7768308aae857,88160,biguacu,SC
266eb5a8fc8e3c3916870babf546da1d,b35536d5a58b1d3ced149324c86223f0,03657,sao paulo,SP
4eaa399e3bebfa914be5e064bffc323e,eda6a8b2e945671c74de9bc13a7c27d0,36889,muriae,MG
b1373bd6563737bf205587f4d78859cd,f5fefa59acbb79c5502aea78f8d4e07c,97418,toropi,RS
0bc92ea0f454d4bce3665b5716cfa58d,c6b1d0d394ba367ae48f9bb69158231b,18090,sorocaba,SP
0fb46241bc33c52217f4f777890f5482,c799727ab087d9615d3c7fcf0014ea1f,65760,presidente dutra,MA
d602a337672652d844343a4d67687be4,d97a63970897fc87106967ad41656eb9,08670,suzano,SP
8aa2bf57305447ace1ca0679861ce644,0633eeebc7a7c32abaceb172aac49996,77405,gurupi,TO
54a579d5072fb7ae3f433519428f6cdc,e1b383ff6929672be549b1196972fc0d,37810,guaranesia,MG
451cb85396e597ae3bf87cfa3fd14f9d,fa01b801b0581c39cc4140fb75004d6b,27253,volta redonda,RJ
cb7e1f3f76ff67320ccaaccb20da3e43,6cf49d20520e04a68994ab64bb89a327,46930,palmeiras,BA
5813c68e0a19eb71c5a0c79d644e1b5a,96a8c9c872f07e7480290d5432eb84d9,25940,guapimirim,RJ
7dbbf2eaef71edacbeab83c079cf2097,4c059c502437bcf15e8624683532e3d7,78008,cuiaba,MT
aa606152f23a5fa9ba3d0b87f7a492e8,5387dd688b5728d24ab1f6cf69aea40f,66040,belem,PA
0b20fc582fea416e9e4d5b39dc2add1b,8201f0d0cd279f26987cf0df3b72f266,38180,araxa,MG
488628bdb90ea8c05e4c99a67502bcc6,0dbc24537874e27e8e2908dfdedfcc8d,06537,santana de parnaiba,SP
6fec7996bbc8eeb913f3b92a79fd33f8,38da585fa717b63ca1ab0f5e7c06a975,97511,uruguaiana,RS
c7ec40da7b433a48b43ed2c2db0101e8,04e7b09e41a01df2100b30d1a880680d,80530,curitiba,PR
5ce5850e9f77cf47374442640db701e9,a116036ad9da1e3e370a467c4e325250,66820,belem,PA
b767290b393d66a2425ccec273e0718f,c1add70afe3a61edb198b1e75730bce3,78118,varzea grande,MT
03915163a75b2905841984b17a5d949a,08cdced37283598622be561526da1cd4,89211,joinville,SC
7e167ba395e3e75b2b899c96bbcacc21,75d1ce200d43c21f84b17eb5322752d6,08790,mogi das cruzes,SP
ae77c163c374034318661b9b9d780c91,c506f1875ed3f91847ded01b6de248f8,33600,pedro leopoldo,MG
4e86d60284ae4ccc334b942df3cc388f,801f77c7a4a4b859fd836b537cc5e162,36700,leopoldina,MG
a480d7510ff88ed0d99ea92591143f07,6f025f5d46df16f86dbd6d28c9795a09,02712,sao paulo,SP
1dd87680282666e5a52fd7f3a8abfe19,bf92f410920092937583ee1f422b3750,65609,caxias,MA
fff0f9fbcdf9cfe4d9328bd3a7af71d7,0cb95f1e2d716b9f4cf002be8cee2d54,39620,medina,MG
b20bdc538695e93614d97f0aedbfac46,a9f55f47cee4f2e61a82d6e751122146,07135,guarulhos,SP
91bfe7a07b35a7caa17a1ab6c587a5c5,770d94a0be6e9d8f5ecf5ab0ae8a2c03,05726,sao paulo,SP
c81fd58c2a3e1fcccc9436fbfe9d1002,2f3c23d155ce288b4f27feabf58f8b03,09854,sao bernardo do campo,SP
95b5b9ad0cc4c0026a9671d124359f92,e7de70f76d41612a76427d6b53331e80,39402,montes claros,MG
0fbb4bf6434638f4153b294c47c87feb,d5fafb21f0a514899ec6fe7131dfc256,04366,sao paulo,SP
4eee666d81e4820818ac51c38b46da8d,98468b83f97479f4e474be5a4ad3b5b8,32241,contagem,MG
0396f0569d196840d98d0337edb142f8,d8a479c34b62d02ef2cd5e16a46befc7,80620,curitiba,PR
18787b752a0bbc71f492be954553e985,b542d757aec5c7268e34ded4b1fdc03c,23033,rio de janeiro,RJ
1318fd61a82a479edaff00217376c052,633965a3dd93f01be3a94fc5b0a5f5d6,86900,jandaia do sul,PR
2d057e75b32e4dbdfa0488bd9dbbc845,f7be098ec92cf8216d70b7c75ed7b6cc,79041,campo grande,MS
67c30b8e5c9d3381e22a5737a65a810c,fccf8016605dcdb91bf975252834d6fe,81315,curitiba,PR
0130ec6b73b4f7fb58e4a4a78774b47b,2050d9b9721b1e61a6110666d2b2a2a8,23050,rio de janeiro,RJ
52c4b154f7f0625286206d9054608dab,c288d8909cbaad9f205c06e42c1a1d4b,13710,tambau,SP
bad57fa21fe32c73f5f5a0e59de2929d,988213615ddf70c848904b3885619b2f,08735,mogi das cruzes,SP
095d50f9052522bfd261ae0a5725abab,e6b9dca9843cca78a45a342dbc75ec62,12233,sao jose dos campos,SP
9bf26789347373fdee54ca67f973cf29,1e1f3778a8a4b7c1a9fcde8d38934c8b,06620,jandira,SP
166cb796fb9a2d5c5ce8bede811f3839,d72a0b0a95a97197efb0d0d20978f6cc,15091,sao jose do rio preto,SP
62ce8efec406efb1619b3cdb6157f011,7fe54aabd3492309cdb6fdf5fc06b5d9,91040,porto alegre,RS
77d4d4c016beee36bf140f5789b92c8b,1ed9af8c45976c98adac3f4a59ab262b,06020,osasco,SP
4d6ea1b19aa670516d625c6da25d954f,8fc1b266e54db64c474e6c7909e58dc0,96270,mostardas,RS
ed678437e137359ba38a1f1b55dea52c,5c188cabcf0eadc19f9f539af74c9aa2,22230,rio de janeiro,RJ
71a1623032c89a5ab3feff5fb460a5c8,366def67e0b1e3ccfd58d60cc2edfb1a,04531,sao paulo,SP
a37c5662ae8d3219eaf975205cfe2bf0,ed776320ce6ea9a8ecbfac4bd91a9b99,35930,joao monlevade,MG
bd8365e615d4cb2efaa05b9975e88b7d,1a82dfd584f91aa902dd9886e1ca86a4,75125,anapolis,GO
17df09c17e859d9c328292bf6444ba9c,8e77009e76077defe91bbb0c1be6f453,12460,campos do jordao,SP
e0ac205752138fe132560b033be7f9d4,661d61e36af76f870eb3ad6c7b8199ea,95780,montenegro,RS
affbf9d0ff0808dc14ffebc55c1b1a94,17939095f7758a7efd90c871a47d2d36,25665,petropolis,RJ
9603268837cee8403f0ab1cd6cb39c7d,9ced3f7f4dad78dcb7868c943f1538c3,04581,sao paulo,SP
f112b34d0cf6556f7c5c029ff5c67ba3,1554ab45e7c8ff7191ddccdfcd2c8d20,06422,barueri,SP
8476159dad022ab6538d74dd83c70d95,6daace79579179309043833fac7f8bbd,22290,rio de janeiro,RJ
1964cbc4f686c7de6ced7a1e10479987,f0d604445befdf9148fcc03d1d926f4f,22451,rio de janeiro,RJ
caba2eba9fa3f3a3a838cc2a8307edc3,1c033aec1cee02a6cacc7b228f69667d,74070,goiania,GO
3c38956539b1fbda6560b62ee73d2c42,a68196508ebf4b64293c4b50c2d2dd4a,22231,rio de janeiro,RJ
85569a220677a6e1458ca456d5c0ff29,3e36ebee541f59e4ef0cd93a00ae6b66,68675,mae do rio,PA
336b6f8b290fd1dcbf2f9011c0fa6f5a,586d4b1a6b454e8da0d79170755d38bf,23060,rio de janeiro,RJ
8915549cc658e933b96113235c64ad9d,249847a6866de0a2ece910f8aea10e4c,07904,francisco morato,SP
734d978ad5e614c839d98c85e8e7e7ae,fc283632af2b8838b692cbcaaab40a65,13063,campinas,SP
e34249c18eac0c768a80717775f43700,326f90932ac2757f3bd15ab01a1af8b0,30664,belo horizonte,MG
60eb5592a7ccf23d366c5897278f5d6f,91db2e9633e507c47274a5767ef6fb2f,42805,camacari,BA
11ae37bb6bd5f1ea30139e17be47a5ca,efe16d03fdc353d0db5d548a5e6b20a5,87023,maringa,PR
a51d85846771a83871867ee079b819f4,dcabe5d0429e6eb485e7af9e81c7dcb1,18900,santa cruz do rio pardo,SP
b27682bd2c95905f9733e5af679c3688,57501a49368ff3a72d1eea2b0d2a5519,20260,rio de janeiro,RJ
60cc47aa348aa7237977740f6db71057,b7d6cc6acda26ace0cfbf1727019cc8f,29165,serra,ES
f10bede7fdee22ce94b43d2f699b7b51,cf0a56ec871e7e5bd6d6d8909cb7f26b,08730,mogi das cruzes,SP
92baa75758b3a5fa0c403aa0b44e76c0,317f563ca3576550955f39a346b15be5,13063,campinas,SP
c956a929bf20e4511644a58aa4df6f88,15dde4137d6fae5da4310bab2b5a953e,11075,santos,SP
4f7a3c5de18c3f96fcab9efbc46bfe9e,8e82a3251a9fa629c67eaba473a943f3,95052,caxias do sul,RS
8b11a6a651a679c460d857345bb7dade,b2bd387fdc3cf05931f0f897d607dc88,14027,ribeirao preto,SP
79859d97de80e479995cf1353d51dabe,7264d781197b2960cff73ad372d11a33,89227,joinville,SC
b4029065dc8dd2130e521520cc16dae4,9db0dce3e2255eed3e1bcc463621eb84,08441,sao paulo,SP
8704bb1cb3065ad1c861067a59a523f6,cc84292cfaf7041656a56308c3072c26,91755,porto alegre,RS
5736944f51ca2a7e68fa3180b5b499da,54da6c50f6c3f22f2630abbcf924be79,32060,contagem,MG
21bdba219d8d2f0f3795d2d97d8e30d4,5d1732050eefd91d4c005a4adce0eed2,22231,rio de janeiro,RJ
7c7856f9a967460c46d270ec2e67dd7c,3e626615eff8fd5206108ee715584f39,13802,mogi mirim,SP
285eb664efba4f42f1c6f141d7d5c941,33cf1b4b19a21b28c7b626991208a57c,20510,rio de janeiro,RJ
98fac5b1b0a7bf94429c38d93a8c88c0,93fa0e4424cb0c27cf32da8068c19b0d,07111,guarulhos,SP
d99b0d481ca8a777bd72be9c578f10a3,d61df943b9d8325b1dd0bac3d1fd1b10,12236,sao jose dos campos,SP
673b4323290db500f41f08839f6d62eb,a03aab593e073c597b0d88ff2b17fd41,25850,paraiba do sul,RJ
3cabcdcf200795a34aea30893f5210c8,437f0e5e32a91015c921a307fcaf8938,05724,sao paulo,SP
231f0ffb269612f46dc8a039a9f7d60d,85f1c5f9eee209d9dfb0a3e155209511,97010,santa maria,RS
ecabb42f176d5f366864bd4ed2fff95e,0c5a3eec276d5585347c06c742bdc8ac,68445,barcarena,PA
40340056dc055b0ae321a36383a232b5,3de8346af6099edca3b6e85f5d536957,88790,laguna,SC
457207ed970fb24526a47a9a9a271a46,84440046e87352e704a6671b95f86421,06820,embu das artes,SP
8f44c4a58c3cd29ee9049c3d80829324,09a6ba669a337ff81087468b29b38425,13030,campinas,SP
3196c3beb3aa69cc28f80f8b91eea45b,d8d0db2e59c48dec4d157a06ebba01ef,87045,maringa,PR
06323e75b664e167bba52921c091ab2c,6d8496f43890ea29f119d050e6556796,38411,uberlandia,MG
d197a95f50264651f6bfda48051ff614,114903a9f147091c3040d8f987653aba,08830,mogi das cruzes,SP
11c794d9a7bfe387c47c3308c8301ebe,bdaa2493b3e706c215cea8a1bae41d41,04043,sao paulo,SP
8935036852a292fe1f61a03c7d51831d,c7e96f28f6556e49a8cb36b624a2b117,28970,araruama,RJ
7a0c5469cba3eb88c664cbb7d680ee56,2b161eaf4956b131691842e87b3c39c7,13278,valinhos,SP
374d73e55f30027caa809d4a2496d65b,103959ce5278c1fa13443b583c90a704,83045,sao jose dos pinhais,PR
a1e65f5f12d39fd6d16d0f74cf754dec,b784143b94566b06c7181f40ffa54369,05571,sao paulo,SP
9f258623281e8e6c74463a67f640c4c5,69aab61687fa416ef601af332bd0ff0d,11730,mongagua,SP
b9fac19ff1ab49a185c3d0f51c6c1d26,9e0085bf8fb35ea83c31485d6893e63d,35230,resplendor,MG
f4f26be1188a8977388672a08eabacbf,9a6cc6130f9a98cd08456a26fd5624c5,80610,curitiba,PR
c61893d0d6060132b88af016afd5cdb1,331d7031ba62e9965f3c0e605261d1ea,18078,sorocaba,SP
863865c82cd0d41a60fc51307be1d19e,8f32c2990d1d917d405396509c6ffac8,17511,marilia,SP
bf4492055d844225c39468984e78f450,dc313d7f26eb16e2022662a5a962bd22,12906,braganca paulista,SP
41999e8297f687f4f7d04352ac195afb,4534beedba2b17d1797e4724ad40df9c,27325,barra mansa,RJ
2a5f9b176a5e7313e3836750a5dde869,528dfcc777a4bc47bfef5fd7b189cb2a,22775,rio de janeiro,RJ
0735e7e4298a2ebbb46649346570476a,fcb003b1bdc0df64b4d065d9bb94f8c4,59650,acu,RN
aa85716e1df710e8779a526d83d034da,bb6d9b2375143281d537eb82beeddfaa,13155,cosmopolis,SP
15e25ffe745b83f124ec4d08b0af3667,1f7e585f18385c15b191a1f9dd84639a,89503,cacador,SC
bd2972b1121201e1c93097f8e39a9060,470103b27b2ec35aa36b2486107da670,13510,santa gertrudes,SP
1236cc216e0d5232fc35a2f838f03136,58b8d526170c90c755aef183eb67182b,18044,sorocaba,SP
f89fc036be2dc77bebe3939e2c5e30b0,2e4b2859f69b4959ac19a2b4ba783146,28625,nova friburgo,RJ
4ed298b95353f35d266831f8944d77a5,cc8652fa71314ac6af870726e9ebd4bd,57052,maceio,AL
a821480782a5b10ee7d736b9c60e8db5,e7b0d39830ad717b934621af2c75e1c6,07230,guarulhos,SP
2bd3ae402537c443ec6aab0feb74cd65,042b009cdd1ef1d0e9b74e35691cad8d,07142,guarulhos,SP
0f9fc4ae62bfcdbcf167260cbf33695e,a75acaa5bea6b145d38821199b1c8edc,93700,campo bom,RS
4ac6f2035a88ae9b22379d9406d82bee,523cc30ff7dbf74ff6bf9afda5f47c86,29845,boa esperanca,ES
23dfa700f73ff0d3f5aabab3256d13fb,23464704a688c6730ada117a41705cce,22251,rio de janeiro,RJ
29f35769d9d89a8ee467e2fb502ecd3f,f67b4174b5d9337743b6aad867c9c002,11630,ilhabela,SP
1344fbf68f664eebc30ce0152fe87f01,9487933d33666fd8e7da139dae449f56,92120,canoas,RS
899cc6edd6f59386ee145f8589db1211,c3acc90196232a67b4d46d5a481f256c,30220,belo horizonte,MG
b6edb7a52679daccac6fd260922362c6,5c338ad93413c3a1b964e7ca78f22e22,04138,sao paulo,SP
4b5988f858ad9f6e8b3773e13ee2c771,d0be859f85cda9d896ab14e4ffba955d,02557,sao paulo,SP
b2ba3d2c215cb01278bbc2994e546497,37e0dcb4beceea1be05ba7765623f6e8,72415,brasilia,DF
ee1435be88c6663ac63aa3e43b0c3112,6be9721316c4b18ab264218e97c1a89c,74310,goiania,GO
ebe9549e207a4ae52883511e4cb51f6f,053ecb96d108806e8119d8738e4e13ab,27910,macae,RJ
4e215db752d0c3ac49cdd2868b371587,202516dc06481598c2cd322fe68f5ddf,13015,campinas,SP
10629d24a28802b8beb2f7f1c6626c5e,46fc5e2010cad46398d65cee28bd6207,78550,sinop,MT
a81a65b8827462e9fe311ab1848f82ad,89a792f054cdda112cd97bfa75259013,22080,rio de janeiro,RJ
fa3c9c28979e812523cac4180cf5bbca,8e45fca580e5130b6f912da95dcf3dd2,06705,cotia,SP
4d0d910846be03dfe13c2f94c85554c1,47ec51936c9435bb3873b99f67ba3694,24330,niteroi,RJ
0590c3c795016c3e5eea083a2e1f21b7,42ef0078e2b63542c1b07aab85ab8f63,54768,camaragibe,PE
2a06b461bbe46972a81f0b9cf85662ac,2a532e879c1278727d9d7001890cd333,95703,bento goncalves,RS
08112656aac7e7f6f51324b2f1d85f02,6b45a78def78253a81e389752de9d443,23030,rio de janeiro,RJ
2f6644e65ff6a076a99865af4c7201e8,3012dd6d7cbfef5b7a47840ecb85e412,03975,sao paulo,SP
90830dbb673d83c46f791a44b9a0c838,21dd2404f4bd7f4b83754ed902231ef0,05573,sao paulo,SP
7dca0aae9d8b2739eae09392212f33bc,44f33f1e85a9c2fb86f0ecc6f9a74d4f,05329,sao paulo,SP
7a4bfd73fec5afa8ec305958566cc3c9,6c3e108f1e1557d100568d8361693ea7,13181,sumare,SP
