product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
2e511b5741ab14e7f5294df6f1310b03,informatica_acessorios,52,2515,1,188,20,16,15
bc4a074ab7a7ff14e98fa64671a79dc0,beleza_saude,21,1000,1,1450,25,25,16
eca26be90d3b3454dd69a13a05bdb46e,fashion_bolsas_e_acessorios,59,119,3,200,16,2,11
a1d17216996bf0cbba886f91bfd31c77,telefonia,51,1015,1,103,21,6,14
f14aa2ba817ef24ccf7f99c0ccfab59a,relogios_presentes,37,610,1,263,18,15,16
e24f73b7631ee3fbb2ab700a9acaa258,fashion_bolsas_e_acessorios,60,1118,6,2250,22,15,20
288d91794eb2b14fed9ed5e469cb87c3,cama_mesa_banho,52,701,1,1100,16,10,16
62224b433a431310bf27129938ad9f64,esporte_lazer,28,733,6,700,49,12,27
e791e580a2421e4471aebb0629c705c1,informatica_acessorios,57,991,4,200,16,4,14
ad0e74d7a7848008daa87492dff8db9f,automotivo,57,1631,3,500,16,21,18
f9f899bf492ac59cf645a6c93eb91e05,moveis_decoracao,29,764,1,6267,36,40,36
f0e14d7b2230a53543506024021cc3ef,moveis_decoracao,58,2130,2,3000,69,11,11
b5d214651360e2d58e13b48ae69c6199,bebes,46,1654,6,10400,100,23,27
28f71b48a5f99f0bcf4642ae10352557,relogios_presentes,42,431,2,500,17,22,17
8aebbc3445bef4a356ae41d226a7b5da,utilidades_domesticas,43,1129,1,22050,55,40,60
a963ea4d494221de09b70f1b4a70edbd,informatica_acessorios,58,240,1,150,35,8,11
74c94099baac38d7d352195da981626a,beleza_saude,36,642,1,700,16,40,11
d400b62525c30cb8ec0786613bb0d93f,eletroportateis,58,613,1,650,16,10,16
121b9686b9929855d823981fc655a6fe,utilidades_domesticas,55,747,1,6250,53,23,28
0a2fff0d95ef3bbb7dffc618f9542ba9,relogios_presentes,26,567,1,283,18,12,13
a5170485f5eec8e991a69da0231fd5c5,utilidades_domesticas,50,379,1,1100,25,22,21
35c5e00f6a23366ce44aaedc05da015d,esporte_lazer,41,194,1,100,25,20,20
bae8ac5e125a98fe445bc17714104709,malas_acessorios,57,455,3,10700,40,100,16
5f4bceafafc1903556735cb7f2842e78,,,,,200,16,2,11
1c12e2e95f36322f3a5ab8153a76bd73,utilidades_domesticas,52,303,2,9900,61,31,31
53b36df67ebb7c41585e8d54d6772e08,relogios_presentes,33,523,3,584,16,11,13
61aa436324fa31453598a454e10b2cb7,esporte_lazer,55,800,1,900,23,18,18
036734b5a58d5d4f46b0616ddc047ced,telefonia,58,751,5,300,17,4,12
2500fb88ba75d71bd264e88b4da5b44b,telefonia,55,370,1,250,16,8,11
8058b0067728a211c68874081e7352d4,esporte_lazer,56,1720,1,1000,20,20,14
dd28e3f8ffd0e519d30839eb27ccfae3,informatica_acessorios,55,956,3,239,27,8,16
ace5d86cf1ac63cdb76f49e5cd23d2f8,moveis_decoracao,60,473,1,600,30,4,20
cc3181a81384b6fc34602d49cb6068a6,eletrodomesticos_2,33,94,1,18450,68,21,42
d0c59b22539b0b391e5834a1dae7caa8,brinquedos,35,272,2,350,19,22,17
0f8977d115c52d93a05dd4eb7052baff,cama_mesa_banho,59,266,1,3975,46,12,43
c83bfa25f218562a2db2cb8abce10e1e,telefonia_fixa,63,150,2,100,16,16,16
2756f88aa420dd0c5aa25b2db78d4664,telefonia,58,381,3,200,19,4,11
ceae7ba6df69ce2b3d1ec03bcfafc31a,automotivo,59,586,3,1125,60,8,33
6bebe9cd650ba6c55af91897a572e3d7,relogios_presentes,55,139,5,150,16,2,11
8aa74335629d7d8e4ab23653b04ec65b,utilidades_domesticas,42,237,1,900,39,4,27
ea44caac707f7f1325182a538007f838,bebes,59,809,5,6600,45,25,35
2ac7c9339ff85fff3e1aee3eaf7bb315,utilidades_domesticas,43,357,1,217,18,5,14
d7205c0ebebe2744d7c2e44b6d69cc95,cama_mesa_banho,50,145,3,150,26,6,19
a8d952e8e5436a6fe36d24c402d100de,telefonia,60,540,6,300,17,4,11
3c07c4a8d970b0ffad8a97bd6b5e478c,moveis_decoracao,56,1750,3,2450,105,3,70
9ee22e986a24607377ce379ebda2c666,eletronicos,44,293,3,16850,22,22,18
2bb3e85f2a403543fdb64e266e70c792,brinquedos,57,925,5,19450,45,50,45
0c5bb07e9638a9c1f2616db08eb0318f,consoles_games,27,462,1,200,24,3,19
feddfbd2585f9007f7ed77b1d1ae8d80,beleza_saude,54,2627,1,700,16,16,15
c033d17d5564326cf7986e7ffda1cf60,beleza_saude,55,865,4,1350,42,12,11
8fc20e5093a3fce66e664f0f066e1a75,papelaria,37,129,2,80,17,9,14
283f243bb09e48e8f324d175182d5cfa,telefonia,60,1440,4,225,18,5,16
42749c525c90994bd3d4c74edf047172,construcao_ferramentas_jardim,57,1289,1,1300,60,13,23
db933f6b3a695ab2f9f990ced2a0c258,informatica_acessorios,46,518,1,850,35,15,15
70906e04da1eebf3d1b8791bd09ffe85,informatica_acessorios,51,518,1,214,18,14,13
f74eb9bc847b5e5e906e5e214bb451b8,moveis_decoracao,59,438,1,900,30,4,20
3606696d19bbcad6cb6c0e985749862f,automotivo,56,882,4,450,16,9,15
e002889aa3b0026aa7dd040d8344a14b,esporte_lazer,55,1889,5,650,38,10,28
7b85e3deef35afd6ebed5461ee8f0641,informatica_acessorios,56,617,1,1583,18,15,12
6fd08d44046ab994b96ff38ad6fcfba1,bebes,60,865,1,500,23,23,23
64eb8b21706b8e2c733ba16bf02a1537,beleza_saude,33,542,1,1100,20,14,16
3321ad579f19476d0d668f726f8dffec,cama_mesa_banho,60,268,1,2650,46,8,38
d7afbba2a75a596c3a917abe0efd5f5a,cool_stuff,55,733,3,600,42,25,15
e83e5f5ff7ef69f7a09c848795df56a7,cama_mesa_banho,53,155,3,2000,38,14,25
f6e0b7ccc34e4decc1b855f8da06a5fc,brinquedos,59,257,3,900,30,4,20
4a74e7a025c5837140060a472bd16950,telefonia,38,414,1,150,19,5,20
83b92639fffd1d55c9e04c77c86d8d2c,informatica_acessorios,56,901,1,280,20,15,14
d696750e550fd0f733979dd7e5dff921,utilidades_domesticas,44,916,2,950,53,5,13
10d196ec072e2d8382c7ec9c942d7ea8,esporte_lazer,50,315,4,250,22,6,15
256c61261c818dab727fa2a60d8964ca,moveis_escritorio,53,1092,1,8638,51,62,26
9d395a6bc9dbad2dfe60c8c92d8df397,moveis_decoracao,59,2001,3,850,69,11,11
cc5447118c174dcc6456c84ccb29e6f7,perfumaria,25,549,1,550,19,13,18
65b96f012e6206481aeb67d31dd9b146,relogios_presentes,58,486,7,250,16,2,11
af56e0203193f066ed64cbbbbf95ae6a,esporte_lazer,50,1290,3,750,25,7,25
49b59dec916cd9070cf9fb07dee32976,climatizacao,60,803,1,16550,27,36,54
978859c6048ded0fa8bf3b9ea8236387,utilidades_domesticas,59,299,1,350,33,4,20
d5d74b90b07cc3536b8eade784014438,brinquedos,44,582,1,1350,45,20,18
f9be8e0e5acd947d8f49dbc390b9ab20,cama_mesa_banho,60,322,1,2400,45,15,35
79706e79825f7409ef032653a271fba2,moveis_escritorio,54,1085,2,22800,48,45,56
48e82f62f499350869ac7529efd9fcbd,moveis_decoracao,60,357,1,650,25,5,17
6054d161235b97a4aaccea2a086d30b8,construcao_ferramentas_seguranca,46,506,1,2300,20,20,20
e26445edc4d665a7950a4b60461fc58d,livros_interesse_geral,31,710,7,1000,22,28,16
4f6f29245fede78dbd0027274c7bd9a8,beleza_saude,56,407,1,200,18,8,13
154e7e31ebfa092203795c972e5804a6,beleza_saude,48,575,1,100,20,15,15
65906875895d4c8ba11779d8bd5b1270,automotivo,49,695,4,450,30,30,30
f1d4ce8c6dd66c47bbaa8c6781c2a923,bebes,52,828,4,4950,40,10,40
719d571299707561c34ba04ab867b32a,beleza_saude,41,1178,1,434,20,16,18
45e967683e7292b195609137fadaf2fe,automotivo,57,453,4,100,21,2,17
4c8b28305f570899b6ded964ddd234a9,moveis_decoracao,51,767,4,550,34,6,23
c7e02747ef9366a4fb7f4ac4fd261c36,informatica_acessorios,59,2168,7,900,35,10,19
5acfd4d25279c8414a02e70a92743c34,esporte_lazer,54,470,3,100,18,14,16
3308e7337d30a51ac18fa4e9e72b310c,telefonia,58,785,5,350,17,4,12
bd45d419cafca91f96772c2b59f0e0da,relogios_presentes,56,1068,1,280,16,13,14
9041a4cde4a900bc259d3b1b6847f6b1,moveis_decoracao,53,626,1,8500,35,45,45
0290cc426311fb177fe19e513a7dc349,automotivo,51,244,1,1000,20,20,20
ad837169a27edc799909c3b1f6081399,bebes,46,513,1,12150,62,35,52
c5fb785eb88d9246c4a9b3e7d47632b5,informatica_acessorios,55,204,3,300,35,8,20
1cf22c0593f2ba8ecf404d0945a2036a,construcao_ferramentas_construcao,60,996,1,5500,16,45,15
19c91ef95d509ea33eda93495c4d3481,beleza_saude,50,1257,1,700,25,12,19
0d69c82f1bc2991a5ec6fff3d803876b,fashion_bolsas_e_acessorios,56,1666,7,150,17,5,19
e6a8a1b25dccfe76d339f9cd19be7779,esporte_lazer,45,601,1,10450,20,23,12
3e068f21ad721826461bfe93ff04ee59,papelaria,59,1566,1,250,26,26,11
58151ad2f10829fca9c53a2a0dfb5535,cama_mesa_banho,55,246,1,950,38,10,38
168b1b45c68037b0490157ee10540349,cama_mesa_banho,60,269,1,3150,39,13,46
29fd9022374ff3fef2e8f82c39b4133e,cama_mesa_banho,57,427,1,800,45,15,35
3470ec574925a96bb8480140fddb1050,pet_shop,55,633,1,300,16,16,16
fe7d52482b17e6b3466f4b8f3ce51a9e,beleza_saude,45,3059,3,250,23,7,15
9bd556e1c4a7917679b89ec2075e9cba,utilidades_domesticas,55,271,2,2700,30,16,33
5e53af05c040b01584b81b3549945faf,construcao_ferramentas_ferramentas,53,470,3,200,16,16,16
08c816d9a716567bf436173ef6f5f12e,eletronicos,60,740,1,150,18,12,15
a88124e0b1d42ca7b0813a78ff630437,construcao_ferramentas_construcao,55,338,1,2600,23,8,23
a04087ab6a96ffa041f8a2701a72b616,pcs,55,1105,1,13700,27,50,53
ede062bcd13ef64b5cc87369e4edaf62,beleza_saude,58,391,1,250,16,5,15
dd4c3b4ab7e001aaf385ea2e68952030,bebes,23,358,1,450,30,7,20
41801d2ed5124923137ec39aeeea1e93,utilidades_domesticas,51,444,1,8525,27,58,28
ffd60d515c690a976c497e75cd2336f4,livros_tecnicos,50,153,1,250,23,2,17
e76438822c17316d276c27e52e588931,informatica_acessorios,57,1138,3,100,18,12,16
6803077179d24889430188e03fafd31a,eletronicos,48,287,1,100,23,8,18
0a56efd5f050d3f861a04c6f005d1128,casa_construcao,58,1029,1,400,30,30,30
ac907983b036be593568677bda43fff7,perfumaria,34,435,1,300,29,8,20
7f4e034245e45549110139d1de248f83,bebes,55,1629,1,600,20,13,13
6bc8dadd7731eae110fe2d177361784c,informatica_acessorios,48,591,3,138,16,13,13
1e618d311a1b7f88a9d96ec50aa85582,utilidades_domesticas,42,540,4,9950,31,61,31
1166c098840d03686b633fe2612c5f2d,beleza_saude,56,632,2,200,20,10,15
729dfb36954326a8b9ad0a5602571943,sinalizacao_e_seguranca,38,1174,3,200,19,12,12
6165a3006a26ed2835cd16fab97442ba,utilidades_domesticas,51,408,3,950,16,40,16
fb931f000171a7ce4963df2a8bbfe82a,instrumentos_musicais,45,154,1,550,30,10,20
68b54eaa499e3d2537fba64f2b6a1b9f,beleza_saude,56,2430,2,200,18,6,15
62ad9a8972411e333e16347051a98e2a,eletronicos,43,889,2,113,16,10,12
72f50924c42f32d9a236b7602686a49f,cama_mesa_banho,52,289,1,3450,36,10,35
3cc4b421c1f28dd22e86fc4aaafb600e,cama_mesa_banho,57,188,1,1100,44,2,35
78efe838c04bbc568be034082200ac20,moveis_decoracao,57,272,1,2500,40,10,30
6d7a4492be45dfb8e38e762efe6614a4,telefonia,60,776,6,300,17,4,12
16ed6a6e3fce23b741650437fe58d65b,utilidades_domesticas,49,1226,1,750,35,15,35
b756577e274d3a4793fc27209d7072db,beleza_saude,57,1502,1,200,16,4,16
588ec31c89dea5de5dc87e15790df3f4,cama_mesa_banho,60,374,2,6650,20,40,50
e6fd80a00ebb1a3e0d58a38555fbbf2c,informatica_acessorios,31,600,2,500,19,9,16
9f7b48e2d4e4d7375f71a10791faa1b8,cama_mesa_banho,42,507,4,2050,50,10,40
ac58ccff47ad9387fe18c8cbe53b824d,moveis_decoracao,20,1695,2,600,30,15,15
5d52927f3cf2e3266c5dd6e4d2dd566a,telefonia,52,526,5,200,21,6,13
97017430754804328eb9597b7f85da03,telefonia,60,818,5,300,17,4,12
7b5d8be0e04080e4c8ee6a7ec2f1f597,moveis_decoracao,50,830,1,650,20,35,20
65ae1951caecbb80c7d5e2e662ddb0dc,utilidades_domesticas,58,1284,7,2700,25,15,25
03940e741e919e2c258e177d875f8423,automotivo,59,679,5,5400,78,4,47
7b969300f6d3f896ec4d7af6227ecc07,esporte_lazer,59,871,2,400,16,7,11
9d8a0e115e802d845b4ce1eb794d1260,esporte_lazer,30,2299,1,150,20,10,15
3e8f6864be117d2690e410b934840f87,cama_mesa_banho,53,212,1,1225,34,14,29
1c21c1ed398eae61184065889ca3d4b0,cama_mesa_banho,51,324,1,900,42,8,37
e069639bc86788e34cbbd4d464ed2858,bebes,44,345,2,100,20,6,15
68361925fcb61b3627e79dd95137ae7f,informatica_acessorios,28,1064,1,253,14,12,12
ef60db8b2f868e7a61e59d80cdfebf6f,eletrodomesticos,60,156,3,1000,35,46,35
a5dfd9bdc6f4462aea09d20a26904f1b,moveis_decoracao,57,624,1,12200,100,25,25
052fa8abc4bd8f9e32329a610fc878e2,cama_mesa_banho,26,421,1,200,16,12,11
abf460fbe81f4b2741cd059df2925fff,instrumentos_musicais,44,219,1,183,29,6,11
0a70bfd7366ebae1c146277751691546,consoles_games,48,720,1,200,19,13,17
e2652b87f51c488f334f7f4f0b2ca935,cama_mesa_banho,42,372,1,550,26,2,20
20ab1de6964467372e314a0e84d6719b,papelaria,59,899,10,1900,40,10,30
87cb507e0daa37bbf34956fd59eba832,relogios_presentes,55,167,2,250,16,2,11
a1a97164f38cfb98511eb68e6b40ad94,informatica_acessorios,60,640,1,100,16,8,11
81dba264e2c91829b19c58fa6eb33072,moveis_decoracao,60,2132,2,400,69,11,11
8971b502ef885ceacff5dd02b873cdf6,beleza_saude,29,1335,1,750,27,15,18
4bbaec4be577b56985a8fef3237b7551,automotivo,54,1204,1,700,16,2,11
24f9bc76d458867944921094745b5473,papelaria,58,322,3,600,25,7,24
f4cd030cd445192809e17afbdec67f56,moveis_decoracao,38,1455,3,150,35,2,25
80d3aeff2ab6c9d795010c029dbd5ddd,moveis_sala,31,342,1,4350,58,15,53
e7d26dd6742baca292020c158e6720c3,malas_acessorios,40,124,1,450,24,47,34
13b347f712ed4697097275485483326c,moveis_decoracao,51,264,1,5850,40,30,40
4fbee589d3377144a90a338e4ae76dce,esporte_lazer,45,716,1,500,24,20,20
93c902b021a9e594f658ab1b0351602a,eletronicos,60,390,7,1250,26,10,18
5ed9eaf534f6936b51d0b6c5e4d5c2e9,cool_stuff,51,693,3,600,20,20,21
656e0eca68dcecf6a31b8ececfabe3e8,informatica_acessorios,45,236,1,173,18,13,12
69af60118aac736afed734810bd88424,esporte_lazer,56,611,4,1200,35,15,15
b953d9a0d8c056d4144acbff1f0adc80,automotivo,59,763,5,1100,23,7,38
974d9d3338a9d3d2b96ac5d5d9379968,esporte_lazer,56,643,1,20650,28,11,28
3d103df80d5d22d709244fe27bc29a8d,,,,,200,16,2,11
a94036c0bb4dfce8d5762777c07b7be2,cama_mesa_banho,57,2473,2,2500,43,8,33
bfd40187494874d9bda6626efbff3bd3,brinquedos,59,940,4,11200,16,50,80
ffd34459c21034d1da6df9800de0d7a3,beleza_saude,33,816,1,150,23,7,17
6f8ea11c0086a0d13355abc5ee14cc7d,esporte_lazer,38,680,1,241,19,15,16
61509eaebb2d4bd1a7511b1a75703f8c,utilidades_domesticas,50,500,1,300,25,2,17
e0cd006cb0ccbbf5e501be0df7c1e5f4,bebes,36,80,1,195,15,11,12
f8a9ed2d85e69c00f817d88ee3de7333,esporte_lazer,36,264,2,2850,28,28,20
2028bf1b01cafb2d2b1901fca4083222,perfumaria,54,1536,2,250,20,8,21
56303e28cce31802381aea252883b8b8,relogios_presentes,49,569,1,200,20,7,15
3225c54bb2785c33f49f50398fcdb88c,relogios_presentes,47,547,1,269,17,11,13
8d7d29e5fb9ff5333009326c87fc04e9,moveis_escritorio,56,1070,1,7433,57,68,31
8e476588d51b7bcc56ee5d14bcf25f26,brinquedos,19,487,1,1300,25,9,40
d8de812ed5d981fc6a3984f4caa2aa05,esporte_lazer,44,1854,6,525,29,16,20
0f789be671fe3bd93cabfbb4a710f282,cama_mesa_banho,47,325,5,450,20,10,12
c32884d4d3342f6417b68f1f46387a14,esporte_lazer,47,396,1,600,16,15,15
01c9a70868bec5b748c67fcc26ce5895,brinquedos,39,601,2,750,30,17,30
0502d1a36be75bd36b452f31c6ed264a,,,,,100,16,7,11
7c1bd920dbdf22470b68bde975dd3ccf,beleza_saude,59,492,2,200,22,10,18
364c1b9489e407ae88e1d12e89514428,livros_tecnicos,58,2533,1,1900,17,7,23
a1efe4a86746c22541813e22e1d23e33,cama_mesa_banho,52,289,1,1950,34,9,33
53a0380bace091a275d6f6a7e46c07b6,bebes,46,251,1,213,17,8,12
4b2772e2e34787603725226af352e466,beleza_saude,30,150,1,200,16,9,14
e5eadf9be70a4a9fa514019542fc330a,eletrodomesticos,48,543,2,1200,35,20,30
ff7fccf8513f360157f0660fe51d1d88,esporte_lazer,59,1313,2,1500,80,14,16
e33df02e384487f2bcd3788619f89215,utilidades_domesticas,48,274,1,350,20,30,30
c0ac2a543ff5a5c714f9a013becd4b07,telefonia,60,818,6,350,17,4,12
2f8074adf7fe41641ddf0df320e6a7bb,esporte_lazer,31,1055,1,1050,25,20,20
661a91a30ea8c794b9f0b1797d8832c0,beleza_saude,40,1146,2,900,20,15,20
9aa9caee155847cddb376a05b9a39791,telefonia,60,777,6,300,17,4,12
1c9b5793de6c3d9117b6218552c87a8f,perfumaria,54,956,1,50,16,5,11
915c18c67d0b3cd469475eccc0d1a7bb,eletronicos,46,391,1,150,18,12,13
ff62353dc0792586fbf5eefd8dc7d4f2,informatica_acessorios,54,107,2,100,16,16,16
5bd6493a2d5a384987386f2696bae33d,telefonia,59,405,1,150,19,4,11
b3e40ff639c185b9d726b4b19c17e6cd,cool_stuff,55,934,1,2150,42,25,15
04a3191f211edc97716020026d05d260,cama_mesa_banho,56,595,2,950,42,29,28
765a8070ece0f1383d0f5faf913dfb9b,esporte_lazer,44,1186,1,683,20,19,19
f9ce5e5592c6836c379b156a1b043684,esporte_lazer,59,247,2,1250,60,15,15
57f2bc497c1a3ebe41ba7a06d78ed159,relogios_presentes,55,336,4,250,16,2,20
a61e6f38c9e407c7d764ea09d34b0a76,,,,,200,16,2,11
d2e8130fbec52f5dac0571ea1993f28a,informatica_acessorios,56,1199,3,525,23,11,16
1a758361b1c10b3ffe3d3373332de319,esporte_lazer,56,819,4,175,17,10,13
6f2d7833b8f0a094571ebddebdc6623a,telefonia,60,298,7,350,17,4,13
8171a6838a6c6eec7d768990eb7ecd42,cama_mesa_banho,42,170,1,300,31,6,26
67837a6bc3074b80f6fe8efc4740d37e,cool_stuff,40,618,4,882,28,14,19
d6b21712ba181dea6664f1b3e09d650e,esporte_lazer,30,1826,1,360,18,14,16
a2246862425c12496bad1be2082015ab,automotivo,41,244,1,398,18,10,15
ba3a1e2c6cc1fb7a27dd74916212e6fb,brinquedos,41,192,6,700,29,7,16
0b48dc720b9a40d75ce14eda10be0922,moveis_cozinha_area_de_servico_jantar_e_jardim,59,558,5,6950,47,23,37
05bbe113b2037f89552c644c5cb33ecf,utilidades_domesticas,57,1366,5,10100,48,30,16
9565229244e9341fb8c8069879cf73cd,cama_mesa_banho,60,234,1,1700,34,7,32
19f27a3b9d40e71e14679fe2f75bd41a,informatica_acessorios,50,264,1,368,19,11,14
7855801875dac05bda454284be8be7db,utilidades_domesticas,58,1854,1,3500,36,30,32
e6a1b235646d1c1004b38e39f7796c2f,eletroportateis,23,419,5,3900,43,43,20
ee6c49af1a2de55aa0e076257ab4ab99,informatica_acessorios,47,956,1,140,22,14,14
e3e3c2fbbc1c7c16edf72ab9f70127d3,moveis_decoracao,58,1993,3,1400,69,11,11
bb08ae1ab72eab2720e31508966b7742,livros_tecnicos,24,2472,1,250,21,2,14
ec2d43cc59763ec91694573b31f1c29a,cama_mesa_banho,38,735,5,800,20,20,20
544ffb995c65fbbe68f36f36e388dede,informatica_acessorios,60,290,1,800,33,12,12
7fb9118562782456232ad0c6e54386be,beleza_saude,54,1256,1,2200,36,11,19
736f1b87428f9cfe5f5184c4ac0fbe05,cama_mesa_banho,46,684,1,1500,40,15,32
2083a6feb4bbb31f6abc92fc24e468c0,telefonia,56,3135,2,150,19,15,15
d9bba71d1d1ad35925593d365a2ab43e,eletronicos,58,1473,1,1850,56,12,39
f2b67cf6ef88cbc9c2f3e482f558b318,perfumaria,45,977,2,117,16,11,13
0f0143975760d1205a4285a4e2a1bdea,cama_mesa_banho,50,747,1,1050,16,10,16
f9888c7f6af544006f91ca92833d3507,automotivo,59,873,2,2000,54,17,24
9f621d1fd090c5ca124462612ceabd96,utilidades_domesticas,48,878,1,3200,30,13,28
3e3c08f8d0d3bbe5094186e4562b6651,telefonia,23,879,1,200,18,5,12
ce4819dda4ac7cf24daf8f88eb5b70af,malas_acessorios,44,215,1,700,46,10,33
42a2bd596fda1baef5719cb74f73030c,cama_mesa_banho,60,188,1,1300,44,2,35
3625fbaf8284047185fb0351f2f84ae3,esporte_lazer,55,815,4,1600,25,8,25
4724ffa427f315c485e39b02e21859b2,beleza_saude,52,1059,6,550,16,9,11
b114bf337c0626166abe574eee9e3f32,moveis_escritorio,47,1398,1,13350,57,56,22
ee5329ffbe604bebcf84b2fd7792024e,beleza_saude,53,84,1,250,23,7,15
3aa3fb2fdb16c7383879e48a574fc8ab,moveis_decoracao,42,87,3,11850,74,8,74
de4fdf07188007d3f9847a7ebe30039c,beleza_saude,41,262,1,450,16,15,15
d46fdf0e0cf02b09e384924d6ba77e57,livros_interesse_geral,47,706,1,450,23,4,16
f52b6b9e0bc35ec9d682eea89b27ef38,utilidades_domesticas,59,1794,1,2800,50,50,50
f1262e6654054656c38563755bce3976,perfumaria,45,276,1,150,17,7,12
c9af29e8a0c52866bb2c9f5f6344d9b2,moveis_decoracao,58,2037,2,650,69,11,11
a694f2632fae82ef419fd71587103dc9,esporte_lazer,44,461,1,5100,60,30,30
fca62108387e25005784da2f551466a1,moveis_decoracao,42,87,3,14600,84,8,84
8d7ab3701456fdbfe2526636ce15327a,malas_acessorios,52,408,1,325,18,18,16
729a75e5cb63f785e67ebd8c44a5c0ee,relogios_presentes,37,621,1,350,23,12,15
1613b819ab5dae53aead2dbb4ebdb378,automotivo,60,982,2,50,17,10,15
0654d3c1e3efc7e7cd9dbde9cb743df2,ferramentas_jardim,52,368,2,700,20,18,19
562f4fcb4d0fb2cd4b547e42e5bfd2e6,telefonia,50,3135,4,400,20,11,13
2c004d873fda9131eb12f6b71538087a,cama_mesa_banho,54,683,1,1517,32,5,29
c0a3d13743c894a0bd017a85acb658f3,cama_mesa_banho,51,305,1,1500,49,16,39
ee72ae8f6d0b11d7f04230fc894d7e39,construcao_ferramentas_jardim,46,1077,1,1700,22,22,14
39678bc6ddb608fa59c306b78f51efe8,eletronicos,46,442,1,150,25,7,16
18b0e642cbae7251e60a64aa07dd9eb9,informatica_acessorios,24,718,2,200,41,2,29
fed5c40c27e1c88560a9e92d82ee0825,eletronicos,53,109,1,150,24,12,18
4298b7e67dc399c200662b569563a2b2,informatica_acessorios,58,420,1,200,21,14,15
8dc41bbd4f596aff149d8aa3e29521e7,cama_mesa_banho,46,288,1,4325,54,19,42
0d95dd6703959afe6f64c7ebd49bd9e9,papelaria,51,261,1,1250,16,39,37
4925baf29078761c66f5f32ac8568abe,papelaria,57,687,4,300,30,15,18
6d0064c2c27664982756ef1dabd3ba8a,beleza_saude,27,980,1,1150,19,15,15
2ac5c215e10e7251979c895510de4121,cool_stuff,23,572,2,200,23,15,15
0c761b0e33d708e6a3694a94ac4b82c4,beleza_saude,45,1982,1,2200,35,10,18
bb42f37fc3d9130e4a4339d24a47dd7c,cama_mesa_banho,59,81,1,400,20,2,15
398f22ec36f9955449190bf09e971d83,beleza_saude,62,3074,1,1750,16,16,15
c756c946d61f5ffc068418badfb6302c,relogios_presentes,55,175,8,250,16,2,11
41c24b8ce92d1a2cac62db5edfd088b2,relogios_presentes,27,178,1,314,18,11,14
575a896d07cd269eb0b2b8762e0be261,esporte_lazer,60,902,2,6150,20,20,20
7b66b19cf13720604859bcd8c48c0dab,relogios_presentes,58,785,6,250,16,2,11
833b7baca432a26ccfc3e3eaa8271519,fashion_bolsas_e_acessorios,42,261,1,100,21,9,14
438becbce7afb5a88f4075ed4d76682b,utilidades_domesticas,32,817,2,600,16,16,16
12f066474dfa3c415c169051c5e1967e,telefonia,60,749,3,200,22,8,15
3f5a7aa9c9cd21cbfe37688ed326222b,brinquedos,48,236,1,600,45,15,35
3eef0cb94ba82de806bb30ab743c7655,moveis_escritorio,26,1177,1,11880,50,60,27
6d3d8ade6b793a08b041b6bc653c08ca,moveis_decoracao,53,502,1,650,25,25,25
f7a17d2c51d9df89a4f1711c4ac17f33,utilidades_domesticas,56,1245,5,350,22,8,19
