seller_id,seller_zip_code_prefix,seller_city,seller_state
8a2d12a90e92f012ce5226fc6592b653,81210,curitiba,PR
e59aa562b9f8076dd550fcddf0e73491,82810,curitiba,PR
e84ad2127668df3aafc6b73531a0beb8,04613,sao paulo,SP
e9779976487b77c6d4ac45f75ec7afe9,11701,praia grande,SP
db4350fd57ae30082dec7acbaacc17f9,03126,sao paulo,SP
4324dd16853115efb0fd9d0d131ba6f4,13720,sao jose do rio pardo,SP
bfd27a966d91cfaafdb25d076585f0da,13930,serra negra,SP
04e38a233f726ef161074ab1c9b0399a,01239,sao paulo,SP
2ef086a599b597572aca4433b7ed6b3d,89256,jaragua do sul,SC
b87a7ea0c30fad2dd6781b74a0064859,04133,sao paulo,SP
42b729f859728f5079499127a9c2ef37,03910,sao paulo,SP
6806dad1da97bfb5a9038eac6881f706,83280,guaratuba,PR
47efca563408aae19bb7206c2d969ea9,64033,teresina,PI
9c0e69c7bf2619675bbadf47b43f655a,12230,sao jose dos campos,SP
4e326052e5dbba8adcd512f3450a307e,08020,sao paulo,SP
3586b8580d9c917874e053a1bb37b5ff,14802,araraquara,SP
ccf8813e5a7d6c84d865cd38bfc2b130,12080,taubate,SP
8d956fec2e4337affcb520f56fd8cbfd,09780,sao bernardo do campo,SP
e5a3438891c0bfdb9394643f95273d8e,13483,limeira,SP
5058e8c1e82653974541e83690655b4a,08583,itaquaquecetuba,SP
9674754b5a0cb32b638cec001178f799,04438,sao paulo,SP
c161d1327ebc3a156c09582ab2f59f6c,03521,sao paulo,SP
49067458c68f7701fd334ce326accbe0,36050,juiz de fora,MG
2cb6eb1b7185064167657fa09f541105,34710,sabara,MG
6c7d50c24b3ccd2fd83b44d8bb34e073,19025,presidente prudente,SP
323ce52b5b81df2cd804b017b7f09aa7,03306,sao paulo,SP
4cc43a222a0f94910728b62b97a8c5f8,14026,ribeirao preto,SP
bc503e244f187939d10c92a5c8e378ce,16200,birigui,SP
15fa791d5e017f66402dc28c44480657,03307,sao paulo,SP
0432ead42b6c8a0bdf68154add917fdf,09320,maua,SP
2a261b5b644fa05f4f2700eb93544f2c,13660,porto ferreira,SP
f680f85bee2d253556ac91be391d2c82,06365,carapicuiba,SP
3785b653b1b82de85ab47dd139938091,85640,ampere,PR
7ea5bfa6c340f58f8e71fc1f0412b0d6,30180,belo horizonte,MG
1a3df491d1c4f1589fc2b934ada68bf2,89224,joinville,SC
e81e1f9c3e762e620f3fb60a51499e16,89520,curitibanos,SC
6560211a19b47992c3666cc44a7e94c0,05849,sao paulo,SP
718539d38d07dd351c76db862760e2e2,13088,campinas,SP
979e9f8b5b39dd243a2550c8b05aecf0,04160,sao paulo,SP
0b90b6df587eb83608a64ea8b390cf07,87025,maringa,PR
679769a98cfcc6da877c8486ff1c13f3,35162,ipatinga,MG
20a7efa9721046319bdde5d60b6b5365,88790,laguna,SP
febab0275244b9a49a623f0bd613ca2f,13920,pedreira,SP
f3da5b2ff499efb8d4a6d371d175d7dd,02407,sao paulo,SP
a420f60ff1aa9acc80d0e42959f2b313,05138,sao paulo,SP
e63e8bfa530fb16910dd6956e592bb81,07160,guarulhos,SP
5343d0649eca2a983820bfe93fc4d17e,09270,santo andre,SP
e4ebd3f87bf70440014f07ddda7fbe03,19470,presidente epitacio,SP
d57e18d5f73c7ccb7f7339b61166898d,03613,sao paulo,SP
dd2bdf855a9172734fbc3744021ae9b9,31255,belo horizonte,MG
715bbd5ba4e6b74cb0d2f29eb45058b0,13930,serra negra,SP
1430239a858e7682bbc43b20758af153,04087,sao paulo,SP
95f83f51203c626648c875dd41874c7f,37564,borda da mata,MG
2089a6d640999f9b9141ac719b2af596,13566,sao carlos,SP
2a5b78b41cd05baeac8df54c6606b92c,35570,formiga,MG
b32be1695eb7ec5f10f72d9610a12527,95012,caxias do sul,RS
53243585a1d6dc2643021fd1853d8905,42738,lauro de freitas,BA
b33aaadd1a8891d2dfef0c4c3bdf0371,13481,limeira,SP
5d9dc90a686a8fddacffab6bab5653a3,06513,santana de parnaiba,SP
dee656f0f566ed1aa85bd137c943f08f,12701,cruzeiro,SP
d673a59aac7a70d8b01e6902bf090a11,14940,ibitinga,SP
f3b80352b986ab4d1057a4b724be19d0,71200,brasilia,DF
ffeee66ac5d5a62fe688b9d26f83f534,15130,mirassol,SP
2b03ac196f5ed62ac483960fe0fa3b65,02510,sao paulo,SP
0bfd0b434243adc5c2e1aa6baf19c6aa,22745,rio de janeiro,RJ
ed4311e67debd72b8610a5347a743087,07170,guarulhos,SP
391bbd13b6452244774beff1824006ed,13082,campinas,SP
cd68562d3f44870c08922d380acae552,14050,ribeirao preto,SP
41da412d33e8da4f22baf55cb1bde82c,29260,domingos martins,ES
5bc55dbe2f12b6af6d83ed46023e0dc8,35170,coronel fabriciano,MG
00ee68308b45bc5e2660cd833c3f81cc,03333,sao paulo,SP
701938c450705b8ae65fc923b70f35c7,15014,s jose do rio preto,SP
f5f1f2c5f923f36ad79ea1d07185ddc9,19820,taruma,SP
cf8ab1616079e2793aa29d524df01bb1,04088,sao paulo,SP
59b22a78efb79a4797979612b885db36,38414,uberlandia,MG
ea8482cd71df3c1969d7b9473ff13abc,04160,sao paulo,SP
5b925e1d006e9476d738aa200751b73b,04567,sao paulo,SP
fe2032dab1a61af8794248c8196565c9,13030,campinas,SP
3092c0b297aacfb4bb6e056ebe13b9b8,07402,aruja,SP
e0a366315b1b726b6c7832d664c0f530,02258,sao paulo,SP
4e17c65a516f69d023a2ae78b84f28d6,08673,suzano,SP
a72c2f59332659e361d647515c698798,95270,flores da cunha,RS
b55638ad525e906c698fa2ce742c1742,88780,imbituba,SC
9539213aa8e023c01937bef95dc006da,03673,sao paulo,SP
4ebdc7e6cd6102a022dadc49156d4ea8,05030,sao paulo,SP
f918546be4bec7104d117789ba758b2b,05634,sao paulo,SP
eb4a59a06b3948e851a7d7a830bcbc42,41820,salvador,BA
2a84855fd20af891be03bc5924d2b453,30111,belo horizonte,MG
439a47cc365d6e3bd526812ea9de3c29,08730,mogi das cruzes,SP
4b9750c8ad28220fe6702d4ecb7c898f,13484,limeira,SP
8cbac7e12637ed9cffa18c7875207478,89254,jaragua do sul,SC
aae3bfea055532c57fb453ed3ec80b30,09271,santo andre,SP
0ff83046c3fa22efee8ecf291888b191,95110,caxias do sul,RS
aafe36600ce604f205b86b5084d3d767,88115,sao jose,SC
681fce914360217db47784ae28905a96,83709,araucaria,PR
41b39e28db005d9731d9d485a83b4c38,09220,santo andre,SP
bdf0d02d36a1d839d0c39c4a887cdd49,16200,birigui,SP
001cca7ae9ae17fb1caed9dfb1094831,29156,cariacica,ES
c6bda72e4dbf5c5866b13cb1810c6d03,03087,sao paulo,SP
07e8e8fc5222bb358e6f259da3197074,04216,sao paulo,SP
365e4bce19bda0082c3d15d83fdb8bcd,09570,sao caetano do sul,SP
e882b2a25a10b9c057cc49695f222c19,25963,teresopolis,RJ
dbc22125167c298ef99da25668e1011f,37564,borda da mata,MG
d91fb3b7d041e83b64a00a3edfb37e4f,11704,praia grande,SP
9b00ed88b7fdb95d6ff76e27c1b52d16,08215,sao paulo,SP
c864036feaab8c1659f65ea4faebe1da,83605,campo largo,PR
5f5b43b2bffa8656e4bc6efeb13cc649,04880,sao paulo,SP
6e864f5c4669eff3d98140a07cc50202,05639,sao paulo,SP
e7d5b006eb624f13074497221eb37807,09291,santo andre,SP
c7fdb77fdbff3c41981bc52f787e959e,09111,santo andre,SP
04fdea0c111866e6cf812f1570d6b5bd,08411,sao paulo,SP
9c068d10aca38e85c50202e17b4a7e88,79400,coxim,MS
7c67e1448b00f6e969d365cea6b010ab,08577,itaquaquecetuba,SP
91f0eec23d4a61d7d7caeefa3f0ad1ca,88704,tubarao,SC
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR
43f8c9950d11ecd03a0304a49e010da6,06341,carapicuiba,SP
c60b801f2d52c7f7f91de00870882a75,07174,guarulhos,SP
eeb6de78f79159600292e314a77cbd18,88501,lages,SC
4bf2f4ee540798a61f9636d12cd9cc80,19814,assis,SP
25e6ffe976bd75618accfe16cefcbd0d,05503,sao paulo,SP
1d8dbc4f32378d715c717c1c1fc57bae,86706,arapongas,PR
9596c870880d900012f2e8e6e30d06d7,37074,varginha,MG
a3082f442524a1be452e3189e003b361,81560,curitiba,SP
e96498ed8daaa3e9c23f7a62da76591c,05373,sao paulo,SP
ad781527c93d00d89a11eecd9dcad7c1,15015,sao jose do rio preto,SP
128639473a139ac0f3e5f5ade55873a5,87050,maringa,PR
7e1fb0a3ebfb01ffb3a7dae98bf3238d,14403,franca,SP
376a891762bbdecbc02b4b6adec3fdda,74323,goiania,GO
25c5c91f63607446a97b143d2d535d31,35680,itauna,MG
d2374cbcbb3ca4ab1086534108cc3ab7,14940,ibitinga,SP
1eade46fba20122dc4aefb379f8c636b,02066,sao paulo,SP
40d54b51e962dbe09cabbcfd33298dee,09230,santo andre,SP
b98b715fe9e276204e2a3464f48cd796,03827,sao paulo,SP
05d2173d43ea568aa0540eba70d2ca76,37135,alfenas,MG
0dd184061fb0eaa7ca37932c68ab91c5,07031,guarulhos,SP
60562ab00b8054280520d390c8c0045c,04809,sao paulo,SP
1d29dfba02015238dfbe2449a5eaa361,36576,vicosa,MG
c3867b4666c7d76867627c2f7fb22e21,14580,guara,SP
0bae85eb84b9fb3bd773911e89288d54,88301,itajai,SP
08633c14ef2db992c11f840f04fad4cd,09416,ribeirao pires,SP
5b8154610ebb21fb90eb587365e673df,12246,sao jose dos campos,SP
fb89df7f89fd1b8f03fa2acca1ba7364,85853,foz do iguacu,PR
17ca9b9e9b9ef8fdb529001b49ebb50f,32677,betim,MG
f262cbc1c910c83959f849465454ddd3,03564,sao paulo,SP
8fe8786ee000001ab51d030dfd4a7bf1,88490,paulo lopes,SC
432c37c9dfba871172ec162e20118b8c,70235,brasilia,DF
e9511df20ccd82658a30c37b7fb343af,17026,bauru,SP
6c12e40690c335dbc2f68a4134d30dc1,84178,castro,PR
9a84ba99f5367fdbd4598363496f1ea2,72801,luziania,GO
5b581417df4480f632484ba681e53944,88050,florianopolis,SC
06e5eefc71ec47ae763c5c6f8db7064f,91350,porto alegre,RS
2a6fbeaa7ab9e5d59a35841a8da71ce4,89259,jaragua do sul,SC
1987cd4be10fe09ee50454f9c354d1c6,37570,ouro fino,MG
6860153b69cc696d5dcfe1cdaaafcf62,13360,capivari,SP
066a6914e1ebf3ea95a216c73a986b91,85863,foz do iguacu,PR
6d66611d7c44cc30ce351abc49a68421,04378,sao paulo,SP
e48cc16ab70bfa09e1401740dce0b3d7,16022,aracatuba,SP
76d5af76d0271110f9af36c92573f765,03194,sao paulo,SP
729f06993dac8e860d4f02d7088ca48a,13481,limeira,SP
b19f3ca2ea475913750f25a5c37c8d8f,35501,divinopolis,MG
cc419e0650a3c5ba77189a1882b7556a,09015,santo andre,SP
0df3984f9dfb3d49ac6366acbd3bbb85,32604,betim,MG
7008613ea464bad5cb9b83456e1e6a8f,89460,canoinhas,SC
c4fb51fb1c5b7c07bc5e67be6e7e8f6e,80060,curitiba,PR
994f04b3718c2bab35c2adfa8afecd2a,13912,jaguariuna,SP
3f3486b61f45078d4f31ee5e43d8c5bb,03035,sao paulo,SP
977f9f63dd360c2a32ece2f93ad6d306,14910,tabatinga,SP
ce248b21cb2adc36282ede306b7660e5,89251,jaragua do sul,SC
08cdbae123ff67ca4e36d9d641ce0119,36504,uba,MG
7ad32824caee82087b3e2e5f33b1bf32,14940,ibitinga,SP
de722cd6dad950a92b7d4f82673f8833,51250,recife,PE
70849ca4f400aaabb62cb7462a6f1428,31210,belo horizonte,MG
dc317f341ab0e22f39acbd9dbf9b4a1f,94910,cachoeirinha,RS
13f57c12a00ed4610db646b913a7f5c6,11015,santos,SP
6039e27294dc75811c0d8a39069f52c0,06162,osasco,SP
05ff92fedb5be47920fea08e501238b9,98803,santo angelo,RS
916c9de0b5ad957346eeeb12f332687e,80240,curitiba,PR
c68fb906c8f4b4b946d8386bfa6e5467,14870,jaboticabal,SP
53d00c40e32aeb924a84ce72b1af869d,14940,ibitinga,SP
93dc87703c046b603023e75222018b45,30315,belo horizonte,MG
10076e5788b8ee532724bcd460baf762,14315,batatais,SP
4dc646b9b9e8e411ef48ba000ea3ac6f,13272,valinhos,SP
1127b7f2594683f2510f1c2c834a486b,13087,campinas,SP
2c9e548be18521d1c43cde1c582c6de8,08752,mogi das cruzes,SP
bc47d5d1490df2b36add65d733eafaba,09163,santo andre,SP
c31eff8334d6b3047ed34bebd4d62c36,13322,salto,SP
822166ed1e47908f7cfb49946d03c726,25803,tres rios,RJ
b2ba3715d723d245138f291a6fe42594,03470,sao paulo,SP
b410bdd36d5db7a65dcd42b7ead933b8,74645,goiania,GO
31344c16881c08a8a72c6d2eb29918c1,36500,uba,MG
fcb5ace8bcc92f75707dc0f01a27d269,07032,guarulhos,SP
8931a84a914b3fe9b1ddaa4d704947ca,08410,sao paulo,SP
7681ef142fd2c19048da7430856b5588,07074,guarulhos,SP
7ddcbb64b5bc1ef36ca8c151f6ec77df,04403,sao paulo,SP
bd0389da23d89b726abf911cccc54596,71691,brasilia,DF
855668e0971d4dfd7bef1b6a4133b41b,13257,itatiba,SP
1c68394e931a64f90ea236c5ea590300,87114,sarandi,PR
95b293867b5862941c9cd74f756a3c68,08223,sao paulo,SP
e62b2d6ac10570a035a30bafcf01d263,05767,sao paulo,SP
f63d8f293af3a6454377546bd9dd19ff,18110,votorantim,SP
7a425d299613df3e613bcf9d2eaf5c49,22790,rio de janeiro,RJ
6bb0724edf0b62fb91ac404873a97241,06700,cotia,SP
77530e9772f57a62c906e1c21538ab82,80310,curitiba,PR
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,08140,sao paulo,SP
5733d806668f8712c24b9abaefbfa642,89803,chapeco,SP
6a8b085f816a1f75f92dbac6eb545f8f,14709,bebedouro,SP
f3295428338a40977a03f555246a70f4,29032,vitoria,ES
582d4f8675b945722eda7c0cb61ba4c7,11250,bertioga,SP
94144541854e298c2d976cb893b81343,94451,viamao,RS
bf84056e679dbe9c69929847a40e338f,02537,sao paulo,SP
1c129092bf23f28a5930387c980c0dfc,02972,sao paulo,SP
3afc536624bc2e65bddfb5db33cc01f3,30150,belo horizonte,MG
8090490573c6c0aa343a7231ebcb8c86,04130,sao paulo - sp,SP
b347677812ea483b0f528eaf8cbc09b7,82540,curitiba,PR
b499c00f28f4b7069ff6550af8c1348a,13481,limeira,SP
fad44952713764836814be105382aee5,21340,rio de janeiro,RJ
95e03ca3d4146e4011985981aeb959b9,21210,rio de janeiro,RJ
381c83fdca332ea6afd896da20bf6e4a,80010,curitiba,PR
6fd52c528dcb38be2eea044946b811f8,08180,sao paulo,SP
f7720c4fa8e3aba4546301ab80ea1f1b,81350,curitiba,PR
4c2b230173bb36f9b240f2b8ac11786e,03933,sao paulo,SP
81336a0f57a33776419727a300249e90,13560,sao carlos,SP
4e06067cc08b3f41d837768d392c3ee3,32604,betim,MG
5d0363b33554b373851fc1622e4d5f3c,12952,atibaia,SP
013900e863eace745d3ec7614cab5b1a,80740,curitiba,PR
fa3a0b5aabb344b9a92e3524b0202123,83020,sao jose dos pinhais,SP
17a053fcb14bd219540cbde0df490be0,13843,mogi guacu,SP
cac63f48c38cd7d002a7e846dcd99a23,13170,sumare,SP
4e922959ae960d389249c378d1c939f5,12327,jacarei,SP
b8630e1121437d41cb08e3c749c2c2e2,25070,duque de caxias,RJ
2c3d56f92f360fb89d849b84e8f50eae,06420,barueri,SP
c990d6cf976a5718aaedc539f383ab88,13145,paulinia,SP
8581055ce74af1daba164fdbd55a40de,07112,guarulhos,SP
bb5bd94c8f59cc050072d2930c869cac,05008,sao paulo,SP
2a7dc43cecabf23403078e2188437d1d,04142,sao paulo,SP
578fa3a9cb6b6dceab39231ad59cdaca,60025,fortaleza,CE
a3f0b55de503387383c7b1de3ad7f678,82400,curitiba,PR
ea566164622c6b439516ab18062c42cd,05303,sao  paulo,SP
821fb029fc6e495ca4f08a35d51e53a5,02030,sao paulo,SP
c66dccfb3f109511246da627dd5a2498,11900,registro,SP
989becdce12ebc39863c2bceab6f3ca1,81730,curitiba,PR
2528513dd95219a6013d4d05176e391a,06060,osasco,SP
1464afc72f696af775557a821c2e253f,28630,nova friburgo,RJ
4b0fdb526525f9890eb145bf1534640e,14940,ibitinga,SP
