order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
01b84214591ddd4edad9fa4a1f344f84,1,f24bb438da3185d5fd5a19e4d7433827,ce248b21cb2adc36282ede306b7660e5,2018-01-09 19:27:03,629.90,21.66
01ba82170ebb683c73793bb809bbf1b9,1,d6fe3b4ddecd4a8393c6a1385de3bfb6,7c67e1448b00f6e969d365cea6b010ab,2018-02-20 15:11:35,192.97,33.59
01ba82170ebb683c73793bb809bbf1b9,2,d6fe3b4ddecd4a8393c6a1385de3bfb6,7c67e1448b00f6e969d365cea6b010ab,2018-02-20 15:11:35,192.97,33.59
01ba82170ebb683c73793bb809bbf1b9,3,d6fe3b4ddecd4a8393c6a1385de3bfb6,7c67e1448b00f6e969d365cea6b010ab,2018-02-20 15:11:35,192.97,33.59
01be2f7ca246adb9112cb75096af2ee0,1,ad88641611c35ebd59ecda07a9f17099,c826c40d7b19f62a09e2d7c5e7295ee2,2018-02-16 18:08:13,157.77,14.85
01f74d38c7379a28cc0ac3d90e80c7ea,1,c1cf8f51eac90b1ff478250b3d35c37b,bc47d5d1490df2b36add65d733eafaba,2018-02-08 02:55:52,29.90,15.10
022d47e6dd2e127493b8f51c8408078c,1,a0f12db60a5019ce1a4c21fce1697574,3d871de0142ce09b7081e2b9d1733cb1,2018-01-18 17:28:45,99.00,13.71
022e34b10acb0f74f51f03b3bf8d996d,1,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,2018-01-22 16:09:04,89.99,16.39
02557013eeaffd86a6cc5ffd80a4b54e,1,4ce8f190d8026353d3d91d907ad68f23,157c3e4b42f81ac4a44e8b1ca2fe9876,2018-02-21 22:06:52,90.00,9.44
02557013eeaffd86a6cc5ffd80a4b54e,2,4ce8f190d8026353d3d91d907ad68f23,157c3e4b42f81ac4a44e8b1ca2fe9876,2018-02-21 22:06:52,90.00,9.44
02645c905eb7d1591a679f9bc3b669fd,1,9f1c3e71d56894398a42b050b07f1baa,92eb0f42c21942b6552362b9b114707d,2018-02-01 02:41:29,12.77,7.78
0277fae7eda81470bf6c87dc570e267a,1,95d8de3420cf92ad4824b588db2604cf,a6fe7de3d16f6149ffe280349a8535a0,2018-02-14 20:29:06,49.90,15.10
02d50facee2072550ae5a8ef3dc2e10f,1,ef66e63137bdd1b2e44aa968646fc1e3,1025f0e2d44d7041d6cf58b6550e0bfa,2018-01-19 00:10:43,38.40,9.34
02d50facee2072550ae5a8ef3dc2e10f,2,ef66e63137bdd1b2e44aa968646fc1e3,1025f0e2d44d7041d6cf58b6550e0bfa,2018-01-19 00:10:43,38.40,9.34
031096cba2ef517ed59888ecb13d69e2,1,fe7ad3e3828f32193dfbe6359f733a8f,46dc3b2cc0980fb8ec44634e21d2718e,2018-01-18 02:36:38,159.99,10.13
03343a88c4d669e6378c5aedc4147919,1,b36f3c918c91478c4559160022d3f14e,1ca7077d890b907f89be8c954a02686a,2018-01-22 12:16:58,150.00,8.30
0339c36ce09427390de0dfe649d7e073,1,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,2018-01-26 19:14:24,122.99,9.06
0340d758cc0da066316cbc55fb7f7596,1,5d345f462eb17adfd93612708672afb7,79ebd9a61bac3eaf882805ed4ecfa12a,2018-02-26 12:40:31,184.90,21.78
0347e77ba3ffb1d21339231e1f882b5c,1,70906e04da1eebf3d1b8791bd09ffe85,f457c46070d02cadd8a68551231220dd,2018-02-09 18:11:27,69.90,12.62
0347e77ba3ffb1d21339231e1f882b5c,2,70906e04da1eebf3d1b8791bd09ffe85,f457c46070d02cadd8a68551231220dd,2018-02-09 18:11:27,69.90,12.62
03515a836bb855b03f7df9dee520a8fc,1,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,2018-01-29 13:36:01,89.99,16.39
0379c7b005e9be5439462ece4e356341,1,51ce083cd2b9078656a94655ab45b8a4,da8622b14eb17ae2831f4ac5b9dab84a,2018-02-28 02:15:45,199.90,21.89
037e4ea044a589bcfbceb43210ba7024,1,15c2f1db81672725401439acc4872622,994f04b3718c2bab35c2adfa8afecd2a,2018-02-22 08:35:24,119.90,12.04
039ff75de38e514eaa8ffb2618d5227e,1,5b59b0c94f8e31d14fe89dbbfda3df6c,dd2bdf855a9172734fbc3744021ae9b9,2018-01-16 08:57:24,69.90,14.22
03c7d8b2c13e98ae77a8167d1a8be2bf,1,c5038055690911ed8e218cceb07acdf8,f8db351d8c4c4c22c6835c19a46f01b0,2018-01-24 19:53:13,349.90,16.95
03ce210a1614bb5a5bd3f4e3296840a1,1,c874b6cca27efc978feed6fd55b2985c,5dceca129747e92ff8ef7a997dc4f8ca,2018-01-26 18:16:51,499.00,59.16
03ddab02775c66c855ad41424ae356e3,1,cd46a885543f0e169a49f1eb25c04e43,710e3548e02bc1d2831dfc4f1b5b14d4,2018-02-12 17:15:39,99.99,19.94
03eea4a8ecfbf94e0aa787c2d1b098e9,1,db5efde3ad0cc579b130d71c4b2db522,4869f7a5dfa277a7dca6462dcf3b52b2,2018-02-01 00:31:40,189.00,12.82
041273e1165dd64068aa28edb4a0cf5a,1,a934e0f29d3b0843308564ed3ec07058,13c2ed7698b3ca92dad49e849219da59,2018-03-06 16:51:32,46.63,15.10
041829597c49c92cb66b0e5813936286,1,8802c7b83ddf545be6b7846f575d2fc5,485452467ff670447e84a8370c3fc898,2018-02-15 15:50:34,109.90,25.61
04304d72305054a178c81ab24c4d2d68,1,f74eb9bc847b5e5e906e5e214bb451b8,cca3071e3e9bb7d12640c9fbe2301306,2018-02-20 19:50:39,45.90,16.11
04304d72305054a178c81ab24c4d2d68,2,f74eb9bc847b5e5e906e5e214bb451b8,cca3071e3e9bb7d12640c9fbe2301306,2018-02-20 19:50:39,45.90,16.11
04304d72305054a178c81ab24c4d2d68,3,f74eb9bc847b5e5e906e5e214bb451b8,cca3071e3e9bb7d12640c9fbe2301306,2018-02-20 19:50:39,45.90,16.11
04467aceefd2346ed54c7fd9e40721a6,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2018-01-31 16:34:51,49.90,17.60
047d4038afddd0dbca117fce7d5019d0,1,196616257eff8bc851dc4fc041cbbbe9,701938c450705b8ae65fc923b70f35c7,2018-01-09 19:29:25,109.97,61.51
048fc26beee4f076edae01e578a13fc8,1,efe51826ab4363ada69569a61c5a23b1,8648b1e89e9b349e32d3741b30ec737e,2018-02-16 09:48:47,26.90,8.27
04a28263e085d399c97ae49e0b477efa,1,3f14d740544f37ece8a9e7bc8349797e,6973a06f484aacf400ece213dbf3d946,2018-02-09 18:15:37,84.89,15.34
04a5e3a44cf4310b56f1a18f38f103e6,1,87cb507e0daa37bbf34956fd59eba832,6560211a19b47992c3666cc44a7e94c0,2018-01-25 09:09:12,29.00,14.10
05248f2049e2194bcb2108983868308f,1,b01d34f6d2545269d348181768eca049,6560211a19b47992c3666cc44a7e94c0,2018-01-22 23:29:44,55.00,17.67
05302619b1bff6733f64a97851af68cd,1,4473f3e5c65952b074ef987fa5c24662,ea8482cd71df3c1969d7b9473ff13abc,2018-01-29 03:36:53,29.99,14.10
0539642c2ba6dfd6c8ca8dbdb16d85d4,1,e5cac955339b48ea3b9773f034623e29,fa1c13f2614d7b5c4749cbc52fecda94,2018-03-01 15:31:28,189.90,12.83
0552997d7a7283a7761acc3a5f9bcefd,1,abf460fbe81f4b2741cd059df2925fff,70849ca4f400aaabb62cb7462a6f1428,2018-03-01 18:47:14,22.99,14.10
055bef2dbc886956379d21a556e11ff9,1,7855801875dac05bda454284be8be7db,f76a3b1349b6df1ee875d1f3fa4340f0,2018-01-18 11:46:27,139.90,13.53
055f84fd2ebf314ebec85f8e1312f4f4,1,a28d469a29d93b4ec13ce26150184e34,5ca5d579b5857ee8709479b1047cecc3,2018-01-19 10:10:50,169.90,15.94
05739db46faf3be7dfe1b0f0ec37689f,1,4b96786612ebe7463132fce2c4dca136,d94a40fd42351c259927028d163af842,2018-02-28 13:30:46,129.00,21.39
0580802ab0d4809dc16b4c9002c01a27,1,8097e6d8de77768d9f72295263e440fa,01bcc9d254a0143f0ce9791b960b2a47,2018-01-19 17:36:23,121.35,34.65
059cc0a6e41682f072113815225a5ff7,1,4d1cb16db8705120e188da9c8a10ba93,8c16d1f32a54d92897cc437244442e1b,2018-02-22 20:26:56,44.98,15.10
059f6abcb045619604ec4af08b4b5456,1,35c7e6723b080a78be6fc25d81eff5ea,4a3ca9315b744ce9f8e9374361493884,2018-02-02 19:31:23,85.50,17.85
059f8a8f4a2c52a1969278f9f484fca6,1,bfb09aea4e6432b4b0588f9ce9062a9b,6a8b085f816a1f75f92dbac6eb545f8f,2018-02-19 21:47:36,58.50,11.91
05a5771b1afac9163e7cc298fc97263a,1,b214e7013d82644243e8560287d1ea90,4a3ca9315b744ce9f8e9374361493884,2018-03-01 07:07:47,144.90,14.03
05cdf90df5dcc062b68cd8b3803f6228,1,48b099f6925c19d46ed5f013267681c2,822166ed1e47908f7cfb49946d03c726,2018-02-13 12:31:11,34.90,16.11
05d657dbf5a4b2e7a685903cc8bb03f0,1,52c80cedd4e90108bf4fa6a206ef6b03,a1043bafd471dff536d0c462352beb48,2018-02-06 02:35:35,179.00,26.87
062fb51d4257a8a7ef0bb5df1becde54,1,3470ec574925a96bb8480140fddb1050,76d5af76d0271110f9af36c92573f765,2018-01-18 13:28:40,21.90,15.10
06369aa3e6e8c6d52a7df6a2cd76cb1b,1,4c2394abfbac7ff59ec7a420918562fa,cc419e0650a3c5ba77189a1882b7556a,2018-02-08 17:31:19,84.99,19.13
063f6b61015cb748333bd76ef0deac47,1,eeb2d1e155818957df60a76fc47e75a8,1e8b33f18b4f7598d87f5cbee2282cc2,2018-01-12 14:19:22,75.50,13.55
06450a9849cb4a8c2f3bbeba9995b64f,1,c389f712c4b4510bc997cee93e8b1a28,bfd27a966d91cfaafdb25d076585f0da,2018-02-01 20:36:32,289.00,46.48
06486b73d8d1705c15e0d13f6adcbf84,1,eca26be90d3b3454dd69a13a05bdb46e,6560211a19b47992c3666cc44a7e94c0,2018-01-26 13:50:53,56.00,7.78
06495b5a6aa3e4527e8c1fb34d47ea70,1,283f243bb09e48e8f324d175182d5cfa,7d76b645482be4a332374e8223836592,2018-02-27 01:31:21,18.90,16.79
065881aa6f8059a970c8fd9947f717e4,1,2007f2b457d10773f0d40622a433a22c,3c7c4a49ec3c6550809089c6a2ca9370,2018-01-23 19:49:51,98.90,14.44
065963d921de479181824ca8d8737935,1,055cf0b2191631209c21bde8d353c7f2,b2ac621f0d0322434d04a12b078b9369,2018-02-14 20:32:12,455.00,18.95
0660b9ab6d1e2653ba4395a095e58cad,1,21addb589dd9cf0c658177579dd2e99d,8ae520247981aa06bc94abddf5f46d34,2018-03-05 23:35:31,124.00,15.62
06613112cdd7761776322081835b1b96,1,0aabfb375647d9738ad0f7b4ea3653b1,37515688008a7a40ac93e3b2e4ab203f,2018-03-05 17:30:35,32.50,11.85
0665734cec5349770a82280c326abc2b,1,5d90b82ad1fdff812987fa28158b7984,1c129092bf23f28a5930387c980c0dfc,2018-01-23 22:17:31,39.90,11.73
066fbbe8fc3345df85f0f1dc2ad03bce,1,f87e8ee07e668908ab8afef6e3e91dec,3c4e0452bff7a2a788179488d3d77032,2018-01-12 09:54:31,26.90,14.10
067d7f81fe42137dd925344dceb47d20,1,de17feec1983829fec4bc58cadaa43f3,835f0f7810c76831d6c7d24c7a646d4d,2018-01-31 17:13:31,69.90,13.51
068b7fef63e846d22b1080f9c99f2bd4,1,3a806ac1ab98107febb4ffcf38bc1fac,adbc26658d6c7b4b6219f9d934598091,2018-01-12 10:08:39,130.00,20.15
068bd285dca5547429e81de9e95ff9cf,1,e4782ca6e59722999a1b22f350c28ddb,81336a0f57a33776419727a300249e90,2018-01-24 17:36:34,149.90,13.39
06ae7271902bbb087fc093137fee6e81,1,da0bb22eb8eb2bce31a3784570528efb,3d871de0142ce09b7081e2b9d1733cb1,2018-01-30 09:09:35,79.00,17.80
06b92ba9145c3323e26ec7e27b35375f,1,0efe972876d70927f5099b77f387c6c7,4a3ca9315b744ce9f8e9374361493884,2018-01-26 14:03:13,83.90,13.61
06bad3a130e91f7b26791dba22abc0f5,1,1c4e2aab2f3631a70816d1765ced8ea8,ce7d1888639e6fb06b2749cbfdac1ff7,2018-02-15 17:35:31,165.00,17.63
06c8b01414c769ebb36a9cd0fdb97baf,1,06bf70b6e1d67d96308235ef350edc61,2c9e548be18521d1c43cde1c582c6de8,2018-01-31 22:56:58,79.90,9.37
06cd82bdf375dc9782609dad1a1d1d0b,1,544ffb995c65fbbe68f36f36e388dede,229c3efbfb0ea2058de4ccdfbc3d784a,2018-02-28 14:55:28,197.00,14.40
06f8ee6a5ff26786c382b4fcf5b8ebe7,1,e8288cf2d07e2b1b0b889132fc8cd8d5,17ca9b9e9b9ef8fdb529001b49ebb50f,2018-02-06 13:32:31,121.97,17.10
06ffc260a153bba52d82a18f91e8f760,1,8c292ca193d326152e335d77176746f0,7e1fb0a3ebfb01ffb3a7dae98bf3238d,2018-01-23 08:51:28,150.00,15.80
0724cc371750e7fdfe769d2a8bdd5b92,1,05a9dadb8402b6b7ae3dd28f7da187b5,522620dcb18a6b31cd7bdf73665113a9,2018-01-30 15:36:57,159.00,25.95
073df773abf715c8e62c999668a9cc49,1,55c241d4a5f20682cdeaec642cb06fa8,dd55f1bb788714a40e7954c3be6df745,2018-01-19 20:09:18,399.90,17.56
073fa4be4665f397a289842b1053229c,1,7814c273ab16783d73a9863ebfa8b141,1025f0e2d44d7041d6cf58b6550e0bfa,2018-01-23 16:29:42,250.00,35.02
0749426d1c48fe5943cbdf1316ace0aa,1,9bb8ca338e5588c361e34eae02e8fad6,620c87c171fb2a6dd6e8bb4dec959fc6,2018-01-19 13:33:29,69.90,17.74
075a544c5f4ed4bb75f82b160465fe76,1,244811270c7c86b6cec6e934c059e086,2cb6eb1b7185064167657fa09f541105,2018-03-02 15:31:10,197.80,22.22
0767f7b9a6d2c7db242000b27ca8e063,1,7b4d5bca6951e2d3f89fa2bdfa6791aa,8b321bb669392f5163d04c59e235e066,2018-01-08 15:49:28,9.00,11.85
076a94fba0a6b3a82345423e9f1bd3dc,1,562502b79845deae9bcd86384921a2c5,710e3548e02bc1d2831dfc4f1b5b14d4,2018-02-20 16:35:37,79.90,17.81
07711b948fc93b9294d8b5832d0f0a83,1,ee3d532c8a438679776d222e997606b3,f457c46070d02cadd8a68551231220dd,2018-02-22 06:55:43,100.00,12.83
07a8cc4e00c23ade7ccb29786d3de771,1,17222c974b8e98e7df1f7da91491178a,48162d548f5b1b11b9d29d1e01f75a61,2018-03-06 15:50:29,124.00,15.62
07c25d3d928865cf442fac10a30163c0,1,909b87db6cb3a7ab26bd03cc59860136,de722cd6dad950a92b7d4f82673f8833,2018-01-18 02:28:27,39.90,15.10
07dba073c2b18c2c748f28ed51c87ee8,1,08574b074924071f4e201e151b152b4e,001cca7ae9ae17fb1caed9dfb1094831,2018-02-14 21:28:11,101.00,46.01
07dee0f0916a444098de4beea749c5e5,1,77fdeb8d4f7502f75b6779205f30a875,3b872fd4747f01cc56206f2934198618,2018-02-09 11:30:03,119.90,31.87
07f267d3cb28221009ef6852101d70c7,1,aadff88486740e0b0ebe2be6c09476ae,da8622b14eb17ae2831f4ac5b9dab84a,2018-02-01 11:46:33,29.90,8.11
0810ae0fa88d7880bf3d2fa5fa172f60,1,c0a3d13743c894a0bd017a85acb658f3,a3e9a2c700480d9bb01fba070ba80a0e,2018-01-26 13:59:24,159.00,18.36
0822275bffed889280029c0c32b003e6,1,566a4f2c4385f36d15c00dfcaae132d1,8b321bb669392f5163d04c59e235e066,2018-02-09 13:30:45,21.90,14.10
084ac8d010dca0cb81b1bd4f375a047e,1,a7329b3e52d13627c92b24a745e70873,6fc26fe110feebd80a433e1f012a84f9,2018-02-22 06:56:21,59.00,16.17
084ac8d010dca0cb81b1bd4f375a047e,2,a7329b3e52d13627c92b24a745e70873,6fc26fe110feebd80a433e1f012a84f9,2018-02-22 06:56:21,59.00,16.17
084ac8d010dca0cb81b1bd4f375a047e,3,a7329b3e52d13627c92b24a745e70873,6fc26fe110feebd80a433e1f012a84f9,2018-02-22 06:56:21,59.00,16.17
084ac8d010dca0cb81b1bd4f375a047e,4,a7329b3e52d13627c92b24a745e70873,6fc26fe110feebd80a433e1f012a84f9,2018-02-22 06:56:21,59.00,16.17
08613505c6d1fa61ec5908afbb99fe84,1,82cfbad6a3bb123bb807f51078765a0f,80e6699fe29150b372a0c8a1ebf7dcc8,2018-02-19 22:40:28,193.90,35.88
08bdb086a562d4a730e238d0ba09be26,1,362b773250263786dd58670d2df42c3b,4c2b230173bb36f9b240f2b8ac11786e,2018-02-14 08:10:24,59.90,14.17
08bdb086a562d4a730e238d0ba09be26,2,362b773250263786dd58670d2df42c3b,4c2b230173bb36f9b240f2b8ac11786e,2018-02-14 08:10:24,59.90,14.17
08c7b46d1dfd29f3200c439119cfe4ac,1,438becbce7afb5a88f4075ed4d76682b,530ec6109d11eaaf87999465c6afee01,2018-03-01 12:49:00,57.90,16.85
08ccf73c206d15fd2668cdb6f32b5e04,1,8bab563be2e3316280e3990af91da7b7,128639473a139ac0f3e5f5ade55873a5,2018-01-19 12:58:22,18.90,16.79
08cf63d17d15433573bf10ae778045ab,1,1e1a186a03f0d98268516827690d4fd2,a420f60ff1aa9acc80d0e42959f2b313,2018-02-16 10:14:36,65.00,15.20
08fa07327488ff39829511ce36ed3e32,1,9bb8ca338e5588c361e34eae02e8fad6,620c87c171fb2a6dd6e8bb4dec959fc6,2018-01-11 14:57:23,69.90,17.74
091e624f9b7253204dee183a89950a4a,1,6f560724f3fa3fdb4940c4fd4996a359,2a5b78b41cd05baeac8df54c6606b92c,2018-01-09 17:46:54,135.97,13.08
0923cc4965fb98b0adcc8a7c6ee32f7c,1,8c292ca193d326152e335d77176746f0,7e1fb0a3ebfb01ffb3a7dae98bf3238d,2018-02-27 07:31:08,150.00,26.33
095e9e0811476409362d72fa70d73a6c,1,83b92639fffd1d55c9e04c77c86d8d2c,00fc707aaaad2d31347cf883cd2dfe10,2018-02-20 17:50:43,82.00,17.01
0973b2846805e4eaacbdff441e3dbc8e,1,62ad9a8972411e333e16347051a98e2a,128639473a139ac0f3e5f5ade55873a5,2018-01-10 03:32:13,28.90,16.79
098a986ddd350e605574040b04554267,1,5fb1e24560c31b0eaa1911d4247187ed,e0878efa0e0b7e5313ac0b43bc04c081,2018-01-17 13:29:29,259.90,35.62
09b457f1152126535a2e7d4a3b73ff6f,1,d5d7ab11292e030edb97398b69235779,0c7533c71df861ec58ad7ff999ed0e8d,2018-01-10 03:32:00,6.30,7.78
09badf53476a6bda72b4728e858a3433,1,08bcc2d85da3a9c0e2ac1cc28b67418d,5f3ae9136c875522250f8184f253413a,2018-02-09 14:10:47,19.90,11.85
09bc4b63b3a1b631632aebe28d64df0a,1,cb81df0e3ccece253557f2a07df4727e,669ae81880e08f269a64487cfb287169,2018-02-23 18:50:33,45.00,15.10
09e04558408bf0fe846b66132dc5d64a,1,656e0eca68dcecf6a31b8ececfabe3e8,5f67c6082caacb26e431a7b17940cece,2018-03-01 14:55:40,82.80,12.71
09f2c6e797b432724b3a123f1ec897bb,1,2e0ce433616916840a405d0853407af8,897060da8b9a21f655304d50fd935913,2018-02-21 15:26:39,25.90,11.85
09f86d1a5a7c2e8dddd1850a65f5a5d4,1,4a25d757ff72fad7534f478c90be77e6,92eb0f42c21942b6552362b9b114707d,2018-01-12 13:48:00,12.98,11.85
09fe6a53d51c53e7961252621989b67c,1,d918b3f4aa5272c2c3cd088d087ca069,df56d7b40d437f88407c5f78b63bc328,2018-01-15 07:24:06,138.50,20.21
0a10c45a73c3213a1499c3989973849b,1,42a2bd596fda1baef5719cb74f73030c,da8622b14eb17ae2831f4ac5b9dab84a,2018-01-23 03:35:27,89.90,12.33
0a3181424fe55b41f1f0d53150c6523f,1,ef703385b2707af7f9af3e185679811c,a3e9a2c700480d9bb01fba070ba80a0e,2018-01-10 15:51:24,79.00,13.57
0a40f88667e7bbb7ef87efaa9a2177ea,1,68b8e52885d1c878e362c8a4d323747b,8160255418d5aaa7dbdc9f4c64ebda44,2018-02-28 22:07:37,109.90,13.79
0a52d1f5b66c689f3955b3711ba7cc17,1,d79c712e7afe8f0fd59b749ee1e4fc97,6560211a19b47992c3666cc44a7e94c0,2018-02-08 20:49:59,119.00,17.27
0a7a3bb3bfcebd9e89241cf037c3bc85,1,0502d1a36be75bd36b452f31c6ed264a,c826c40d7b19f62a09e2d7c5e7295ee2,2018-01-29 22:53:19,69.77,14.24
0a859572e5956923f4b083363aae7d7b,1,1fa52682d6938b129312ef4cffac1711,30829ded4523ab9224b93bc49a62c95f,2018-01-22 03:50:55,190.90,14.36
0a93b40850d3f4becf2f276666e01340,1,c6e513054b982283c1cbbb2a45d02d83,f8db351d8c4c4c22c6835c19a46f01b0,2018-02-26 11:51:27,22.90,15.10
0a9716da94d89975e6637874280aadad,1,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,2018-01-12 10:07:12,69.90,13.08
0a9716da94d89975e6637874280aadad,2,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,2018-01-12 10:07:12,69.90,13.08
0ab49faaefb509c82d19a0d26239a4e3,1,de5596e009313841e57616878a6fbce0,7c67e1448b00f6e969d365cea6b010ab,2018-03-09 15:35:24,146.99,41.02
0abc76160f3b4b423ec1bcece0ade723,1,22731e85c06982660a09c2ceb576ede6,b2ba3715d723d245138f291a6fe42594,2018-01-18 15:28:34,43.90,11.85
0adc694b12e2711cde18a5d31576bef2,1,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,2018-01-23 11:12:20,24.89,14.10
0ae4c9a0bb0c65a89aaf840c9b08ba43,1,bc74f63361c15c1a5baa5b97ac432e62,4869f7a5dfa277a7dca6462dcf3b52b2,2018-02-22 16:27:24,199.00,16.14
0b252b879dbab76b4730df79aeb1778f,1,ab1f9387c0627dd24000bfbc54fdeee0,8b321bb669392f5163d04c59e235e066,2018-02-15 21:48:40,12.25,21.15
0b48910785067fb42fce896aaaf7ce81,1,b2e7c39bb137bb4b3651862c6b611468,897060da8b9a21f655304d50fd935913,2018-03-06 02:30:26,46.00,11.85
0b48910785067fb42fce896aaaf7ce81,2,7bf115809ab249f1bf0fa92d72e0baf8,897060da8b9a21f655304d50fd935913,2018-03-06 02:30:26,40.50,11.85
0b517c01a5b46fd3e16b389ea6f4ad3a,1,e85cdca8790ea0026ddf7316f469608a,5058e8c1e82653974541e83690655b4a,2018-02-23 17:16:28,59.99,15.28
0b6626697a43f34edff9135fdd0a564c,1,75c06ee06b201f9b6301d2b5e72993f8,3c7c4a49ec3c6550809089c6a2ca9370,2018-02-12 04:32:15,13.99,15.10
