order_id,payment_sequential,payment_type,payment_installments,payment_value
693868f7e2e4ec2b5d0f1f35daee6917,1,credit_card,6,65.00
3235a845429a20753974e4bd70773c6f,1,credit_card,10,104.19
c6dc29188afdf102454edab964438d2d,2,voucher,1,44.11
34fa8bc180c03d1b4c70250bca0adace,1,credit_card,1,103.55
6a978028a892efba783a6f3be848c512,1,credit_card,1,154.72
dcaa8a5fd8f675e791daccbbbc9caf11,1,credit_card,1,4.15
173cd9df6006351e8e5151ea0f400bd3,1,credit_card,2,257.29
93dbea6be0ad39924a14fe9360679560,1,credit_card,1,46.53
7536412c065c3c88cab8d15d406b24d8,1,credit_card,2,28.09
275d92b213bfe10256116957faea6d60,1,credit_card,4,116.72
f73c0c32115b0bbfd5769c0cf67fb1c7,1,credit_card,2,56.78
d849519c380fc7427ba88fc312ade389,1,credit_card,10,383.50
71e04ce93a0da9e3e05c2f488c26bd91,1,credit_card,1,101.93
cc2462dfe3164edb93bf14003c301c3a,1,credit_card,6,185.94
9c6dd0d5cafca153761250014cfbc320,1,credit_card,1,115.35
9888c63722f4013669bbb7fa059d4641,1,credit_card,1,33.85
d4360753aff7fa8fe8a6e83c65179c00,1,credit_card,1,72.66
6a8068cb2233e4e303e48efa7628d7ce,1,credit_card,1,78.09
2b0259629144c6b7b9cbbeae440287a9,1,boleto,1,69.49
3fa59277573f0fe06ece044ebec2eb02,1,boleto,1,91.05
a911df1b9a76faaf67ece263358e285d,1,credit_card,1,76.97
f58228001d45c09c8447ef1f2fa6a2df,1,credit_card,1,15.43
94be63e1a7ab923288bebfdca7e71e84,1,credit_card,3,194.12
dea1e695f08ba5ff543ac1f0132f6db3,1,credit_card,1,160.16
e914e961033af34e2fc13b3b0d698a94,1,credit_card,1,39.59
c90fb992daf8f63f00c1f7819f0897ab,1,boleto,1,214.32
015e6682b50c824bfdab6b866f937936,1,boleto,1,168.27
38035a76fee1437dca92e94b3e057af6,1,credit_card,1,60.00
0d88c1807ea23596e9a3222c2aad549d,1,credit_card,1,54.00
3a272f742a03e6f800cdc955ef4c173e,1,credit_card,5,93.49
e1e667177bf730d0964be7732d806213,1,boleto,1,105.30
164a6c920f4a6f51223792333af13e24,1,credit_card,2,63.12
4624f54e368960605699b48f08d4ff9c,1,credit_card,2,75.53
53a2fc4e276fa45a7962cec897d2bc89,1,credit_card,2,142.14
da6d11c2027b52e35bf5089247eddd4d,1,boleto,1,145.53
4dfe2ddcd2de2e45fd88e8c6bae55901,1,credit_card,3,111.62
82f80de0171e33975afd163727d03070,1,boleto,1,351.54
c191b759eb232bdd68e1ba7030f58a56,1,boleto,1,87.80
fcc8173153ab317f1827da42e62661f6,1,credit_card,3,81.50
a8f2b9f64cddf499563efdb804537781,1,credit_card,2,163.08
257b6d1def081b82c8b6a90d527728b9,1,credit_card,1,59.33
a1941edfbb473a7e0a9f1e7abbb773fd,1,credit_card,2,37.90
741a4b710c55ef9e32632a7fbdf1078c,1,boleto,1,116.94
cafe15573de0adda53dee071a1aa450f,1,credit_card,2,110.00
0b517c01a5b46fd3e16b389ea6f4ad3a,1,credit_card,1,22.56
b43a98a6615a9a0319f5ec81a6e5d666,1,credit_card,1,67.50
2e386e86851d57f3a4f9b2bde748df42,1,credit_card,1,33.75
64e5cb1dfa641be49d6baa62b8f41b9c,1,credit_card,4,272.87
b958654614e94b4600cb336391326045,1,credit_card,4,45.09
c46a116ac9c84425011f5e56acb66c85,1,credit_card,1,106.21
6ce881977271c8a9ee70289bea9f843e,1,credit_card,2,144.01
64436f4f8512c1b4391df3458e082b94,1,boleto,1,63.63
4b2f4bcfaf2147dc60b9f86452ac885b,1,credit_card,4,44.09
67c03c278fad216ed9ab5573e8cc551e,1,credit_card,8,136.63
4c3cc41d9fad33476cbf842592458f36,1,credit_card,5,184.85
26d400a875f601666c17347c2350beb3,1,credit_card,1,123.69
ee748540786ca7a510e0889be7ef88ca,1,boleto,1,33.99
543191db0a8f28cd664d601260fb1dee,1,credit_card,10,1714.21
6e2c325b5837ea4f4f30dfbf27afbb4d,1,credit_card,10,167.45
530d6b82444d29e791d959a7c3ce4559,1,credit_card,1,32.38
decd51240a83290835fb78029efd1f0a,1,credit_card,8,340.13
3fe0550ff13606fe21abb5e1fc426a20,1,credit_card,5,109.89
790d7fdb41e9a2457520208c7a7eb0ca,1,credit_card,1,75.07
5d7db52ac102f99555d721fa511f9cd6,1,credit_card,8,84.23
d509aa49d39dc58a013b6e4a7d258648,1,credit_card,2,24.10
5ddeb5159e6cdaa562843c1e6b32ba84,1,boleto,1,122.68
01144cadcf64b6427f0a6580a3033220,1,credit_card,8,171.30
a310dd02fa5c5747f8a6fdc884dc41fa,1,boleto,1,181.76
4523eafb93144f31a954666165a59423,2,voucher,1,124.83
d4c04d37c42b6f03e9a2072bad331bbc,1,credit_card,6,235.57
265b8c2415ffccf3e31e5622aa91d95d,1,boleto,1,135.00
1a2dfbf5bcc5c3587728996088ba03f2,1,credit_card,1,38.01
9a4a6043b37a47e2c964bbc055f2e837,1,boleto,1,77.89
318847873c9758a0bce305f4f3099583,1,boleto,1,102.64
20cae0a28869a4321d8fe372731f80e0,1,credit_card,1,85.80
8b4bddf7147c2e258a07697c3db41203,1,credit_card,5,478.37
dec1d79085ef3e4503d07d746591a446,1,credit_card,8,554.40
5c71e221fbfe172146d1ded47bf97fee,1,credit_card,1,67.30
09f86d1a5a7c2e8dddd1850a65f5a5d4,1,credit_card,2,24.83
cdce44545e4b01bf3773be33c0e04ec4,1,credit_card,4,196.00
d16d1d91feaf7e5d293ea1ebb0a60b7f,1,credit_card,1,1.18
e08f922f045b1291625cda1c4187c7a5,1,boleto,1,265.92
10c3c7fea20a1ed15c6e55e90b3fb084,1,credit_card,1,25.84
3d320afe6c5a89ea025c81254ecfdfae,1,boleto,1,53.05
aca8c2b847a4cb482f374429b5210c29,1,boleto,1,68.49
c272bcd21c287498b4883c7512019702,1,credit_card,1,97.68
a4d54099b02f1e3e36119e0417225d23,1,credit_card,3,86.25
117c312b89fc4ef46fca3f4b0c53829b,1,credit_card,1,31.71
9d80c772b0c65884e80514abb626b94d,1,boleto,1,58.27
07f267d3cb28221009ef6852101d70c7,1,credit_card,2,38.01
3e260a92ff50c19fbc36aa8a1d0970d1,1,credit_card,1,56.05
7fa9efca67559f2f13c0656e55967397,1,credit_card,5,55.24
5fd8e536596df0210d3e483288529070,1,credit_card,1,158.07
0f286dcb49da58061b9ae488027e4033,2,voucher,1,50.00
3b2ed015a009d565797abd448a431da5,1,boleto,1,519.74
4507dd7dedf9adef4850d18ba67130ef,1,credit_card,6,61.01
d21d7411b251f35ead1b210dc946ca70,7,voucher,1,48.85
973b7f50240979971b3f5f8913d09e23,1,credit_card,3,92.76
ae008476d71178d5dec116ecd90a9471,1,credit_card,5,253.99
a3475ffe00b0ffdf1951a56d5a6b8102,1,credit_card,10,702.18
bbf4d375e40f5e365a316b81b16829b7,1,credit_card,1,72.98
215f6b9ea07139e948fae84ee698ff46,1,credit_card,1,64.28
0da25668cbbfcf7a7b42a0bfe2c0b17a,1,credit_card,1,136.94
25f3c1b1bb343d4a5d3f63f418f02cda,1,credit_card,3,79.00
02557013eeaffd86a6cc5ffd80a4b54e,1,credit_card,2,198.88
94647755aed55676ec36da516c9d439f,1,boleto,1,219.59
98432d028db538f876f9236a038d7c02,1,credit_card,2,107.94
a8a8a640c7861a9a20dacbfe8cd15edb,1,credit_card,2,102.64
4fb9c9ddfd0e850bd7523714d7e90d7a,1,boleto,1,22.68
0f286dcb49da58061b9ae488027e4033,1,credit_card,1,7.68
01be2f7ca246adb9112cb75096af2ee0,1,credit_card,2,172.62
65693cc880b8cf8c5e24798b6e042e0f,1,credit_card,1,60.09
7ee0e2f367d7e05c73dc79fcffd09365,1,credit_card,2,148.70
74b9959056734d2fa68d5570ea482664,1,credit_card,1,109.59
10ccb4dc0cc0d605b71afdcf4584128e,1,credit_card,10,523.98
7e47c4ea5c29d23c9dee60dbd8474476,1,credit_card,10,249.84
eb6fb95e3c0248ad7f1e3b668ac3f8b8,1,credit_card,4,344.55
10182342fa0f202363ba83f9a4fad999,1,credit_card,2,86.83
52f4d206be495fdbcc211af8b9c1d8ba,2,voucher,1,100.00
f939e2a89376e44158657a15465cacce,1,boleto,1,308.61
b2f9e7490c9752bd0a3d8433208a5b50,1,credit_card,7,71.92
c5732e63477fd9b1c12f62ad4472fc6c,1,credit_card,1,129.10
e83d7904c216c3a03eb6c215d82b7fec,1,boleto,1,46.78
1dcb629bf4ae95dddc7ec77ff8fcdd4a,1,boleto,1,116.94
4bc6b6965bf5778f7d262b5f8913a721,1,credit_card,3,39.00
acc128e9293460781736208a647dd87c,1,boleto,1,114.24
649a327bed5a2799967cb9c666ff06c1,1,credit_card,2,134.49
afbfc4a5b3161e9e1f89056b0b3ed238,1,boleto,1,177.42
084ac8d010dca0cb81b1bd4f375a047e,1,boleto,1,300.68
a6170e3ff851a854fb8e7240ca7bf02a,1,boleto,1,67.50
0b736121c8d0bffe6c9e592d6f91ba5c,1,credit_card,5,109.18
4092d9bdc6d89d05a6d5be6ef304f627,1,boleto,1,14.78
435566621a2ea03fcaf53b11437ce5bc,1,credit_card,2,62.82
3ea1b4858d6688d2e95448944536e6ea,1,credit_card,3,65.01
ae430928e30cb683e5b0bd55a74bcc69,1,credit_card,1,57.69
a05fc37f43df506f00a32f1507e4d360,1,boleto,1,144.54
721f02a8125f571ecbe34cb7073ff732,1,credit_card,4,256.50
ae33d9911d4d85073c77c28678de681c,1,credit_card,5,267.29
723e462ce1ee50e024887c0b403130f3,2,voucher,1,100.00
34a9a98676d240a885b690f92ef1b430,1,credit_card,8,186.72
6f433e1b5764eb255869aedbee1b9d72,1,credit_card,6,162.35
2683588ebcc532200c4f60c63f07564e,1,credit_card,2,26.34
a45f5764071ee5b932d1f802e18bafcf,1,credit_card,1,34.59
943625151a5d8d00da80e96a90930e03,1,credit_card,1,50.63
8c27cda2524caadb58840f8e864daec5,1,boleto,1,168.61
823543bada3fd3a5ba1f68e7a35fb9eb,1,credit_card,8,299.75
b7248875eca77a299fa182dc16258c77,1,credit_card,3,146.27
61dffbf220e7df65d65f1ea067fa0b1b,1,credit_card,6,86.86
21988f4f4d0971038b9c9d35f3be1ccf,1,credit_card,1,26.43
000e562887b1f2006d75e0be9558292e,1,credit_card,4,41.11
05302619b1bff6733f64a97851af68cd,1,boleto,1,44.09
8ebfefcc637fd6935aadd7b73c0c37d2,1,credit_card,1,88.61
e625944bd16cd8f6b0daa1861cd25b19,1,credit_card,5,104.36
d983124667a44e540ef9ab35c37c486e,1,credit_card,10,1628.60
1dbf60c23388f06ed82ad629f574b613,1,credit_card,2,167.20
efd3e6079ebd4d192d41aa488cbc1757,1,credit_card,6,99.15
223067157b61a8e20dc19cbafe40eff6,1,boleto,1,114.44
77d599900cf351da04c8d0f7b5ade74d,1,credit_card,1,163.06
128874d639055ad5609b5269defad1c3,1,credit_card,1,103.65
c66488780f43562cfae644d046d1864b,1,boleto,1,32.77
201110a18965fc0d621ebf10a2a69288,1,boleto,1,57.10
29ae62fd6471b0273901154265c09fd9,1,credit_card,5,240.83
fc6bb905fab635b31a166e561395bb01,1,credit_card,1,46.78
51d7a5256a29ae35eeaa4d7bbf14931a,1,credit_card,1,55.09
fa9832914e7afeaf41fc9fbda5ca335f,1,credit_card,1,39.50
8ed46f28f884bd76db1f8d95fc27a5f4,1,credit_card,10,267.48
6f29a78b96278f733480dcd7b05bf37b,1,credit_card,2,85.14
1247e7aa2e791c9f1b0d6193c132dba6,1,credit_card,1,31.78
6631686db32c17309079cd521afd5a7d,1,credit_card,1,34.08
f95bc347226e75c87d4c329d25f64970,1,credit_card,7,95.30
e03802b5209c43fd6ba9d5fefbd664ca,1,boleto,1,211.02
5297d2383ed2427349be6b01e151ddf7,1,credit_card,2,66.91
cfed507ac357129f750f05a0d7d71b15,1,credit_card,10,2091.33
3da325c94229aafd1a3a8e17e8487fd0,1,credit_card,2,28.62
da36e5a5930096aac1b8900a3c4cfe33,1,boleto,1,265.85
9f353d55cebbc63a3eb1bf5d53774ab5,1,credit_card,1,29.77
feda53748552b66b94d435d2a3c9025b,1,credit_card,2,85.14
3621b14695412ecce5ccd37d32c6485f,1,credit_card,5,134.83
ed6276997e362e1ac151005a739fd684,1,boleto,1,127.45
6c2f4118a5a723bdbd456e2bcc7d85c5,1,credit_card,10,515.81
d3dade419052ceb22cbf5aac01b8976d,1,credit_card,5,119.93
013bc77d3ca5fba084a241fdcb307393,2,voucher,1,17.72
2e82339ec0f39a69be776815f3bac508,1,voucher,1,24.02
d2f5633625bc4755a073b638481e8dcf,1,credit_card,1,29.10
60f46ff1481bcfaf8a78259b1827c1d9,1,credit_card,4,40.00
2c8ad966b56668262728f44fbe18c4f5,1,credit_card,5,204.03
0973b2846805e4eaacbdff441e3dbc8e,1,boleto,1,45.69
cf3b05f002f2f6318d2b1dada8adec0f,1,credit_card,1,162.07
972570f8874c3f706d151201aca20e08,1,boleto,1,93.48
f0fbc60d51bb40c156688d9ce008237f,1,credit_card,3,117.26
b64c877d24e9ca2418150a159d754371,1,credit_card,8,539.94
70942902c403d0f8922b07cd936bfae0,1,credit_card,3,139.52
bc902a69924e1523c0d7dd83bc7bde91,1,credit_card,2,65.63
c60c1ff560443153d7f50771e5fe9b92,1,boleto,1,116.46
ae44f114faaadcc8fdbcdda840ffee18,1,credit_card,1,160.54
8c9210b604388d38e4ecc5eea3c06b12,1,credit_card,4,63.62
8fd1ec4ed9e9e7107a5a1b5d4d8fb209,1,credit_card,1,106.87
b2127a179063646c6e1e80f4617156fd,1,credit_card,8,1173.84
ba2f2f4bd29ed2679295a4c10cede333,1,credit_card,7,147.15
4e0158c628911a5f52cfbc38242c0d08,1,credit_card,1,36.69
191c7fa4da1a93f10fd41e2cd46e9af1,1,credit_card,2,64.17
131c0d01eb2028569a7756743f8a6e52,1,credit_card,3,138.15
4cc479c410cb824d577fb1a31af7b002,1,boleto,1,112.71
99f6c1d7b0c56f9baeef70fd96baeb2c,1,boleto,1,27.35
dabaa5a0b44ef0e0e333e9814418298c,1,credit_card,2,104.68
9afc3cb01a0ea4182843faafb5e9239b,1,credit_card,4,149.74
98200dd99e0bfe78c2d1378ad05fe51c,1,credit_card,2,115.84
a4edc7e0283cbdee6aa06b9a75dcd5f1,1,credit_card,2,235.28
55acf4fa9e52530422b78ece74bb0314,1,credit_card,2,169.70
ccebcd5c2e0f34354c3a594331678a52,1,credit_card,2,179.60
219666cede8138c78fdfd946ba487cd1,1,credit_card,6,69.49
c0739e18e44f89c88bfbb497c5f11f52,1,credit_card,5,72.15
2773c71324d727606cc71501a1de8afc,1,credit_card,4,218.11
5864c853e57402a64985156da5273233,1,credit_card,2,282.26
94dccbc39bc2673b3639fc98286c99b0,2,voucher,1,3.49
5e5fed142a552be6d6f1e04a800446d6,1,boleto,1,85.14
7a00da9515dc144e302458e696d61943,1,debit_card,1,216.15
2bcb35eae24dc9a57f35090df6a7cb67,1,debit_card,1,145.68
f8355c46f4d1be555ecad989a0d0c143,1,credit_card,6,127.53
4117e5bb44ebdb1d0c0ebf0482dfc13c,1,boleto,1,55.61
4e83456078c87bcac059b05dafa9ff0a,1,credit_card,3,38.99
429ac14af69a71d769fea6b8aa217fbe,1,credit_card,5,59.84
a005841d24a8532b663e347f1237ba30,1,credit_card,2,149.36
563404de47cdc6763e7eced487016b66,1,credit_card,1,4.35
076a94fba0a6b3a82345423e9f1bd3dc,1,credit_card,1,97.71
b77521536083d321e2947f3258b0a5c2,1,credit_card,5,56.85
658f8d7112d20419aba9c6b7436b1af5,1,credit_card,1,16.01
586b28be2b8f5afe936887ea02ab3494,1,credit_card,1,18.93
be13f37493f5cb6297b454950d1208e2,1,credit_card,10,226.22
6cca0cec5b4fc97f471ac73afc03ece8,1,credit_card,1,4.12
4e8d225c6e153e6bcc6a160e4b687649,1,credit_card,1,92.91
3461b5e9de904818a15cac893bccf912,1,boleto,1,60.00
e25c98a973e86ba5c95c06722eb8fadc,1,credit_card,1,3.82
dddb0be31f3ee940cb28224f09315978,1,credit_card,8,266.86
3ebcb0405b37542a02c3ec916ff70b36,1,credit_card,2,82.61
df6c1db4ad957928715a81ce54563895,1,credit_card,6,101.86
6c5139dc6f51884e3aef7c8359d820c5,1,credit_card,8,190.98
d92d14b8e228a3d16418041f0e04620a,1,credit_card,5,55.63
7b53b1cf65f789e7dd9e71e8129c31a5,1,credit_card,8,181.68
3767ec504e8593984a2b190eb90743d3,1,credit_card,1,304.35
d8af11fee1f5a13bf7b3584b9cce55fa,1,credit_card,4,42.00
6bd0ccbdad2eab45930f72fbd6d128ef,1,credit_card,5,231.14
78803193be3bdf95bc16a5d9271aedb8,1,credit_card,2,185.07
d33a9fee5f4bebef9e1b0ffaca5a33ba,1,voucher,1,52.10
d360565f32ca36990e4d6e839e10877d,1,boleto,1,250.40
0eb0fc0795a4151d4ab39640998b0af4,1,credit_card,3,147.15
43b68bc17b7182a73f19829a1cbd4333,2,voucher,1,151.98
fb66173878dcc988e4e3e1151901b298,1,credit_card,1,127.92
ba87f0ac948c4b79c4c6faf863b153f0,1,credit_card,2,64.37
6b1e15c6a0e45c136eb1b2474ca126e9,1,credit_card,8,573.33
9cf62f240f501435b77f4d448a2b5f39,1,credit_card,1,93.10
43f08913407cac4e74a898d968e58c1a,1,boleto,1,166.19
64d142a53c93d55b6809d20d06dcd951,1,credit_card,3,113.97
4cd90538d177466bf45e1a552242c216,1,credit_card,3,193.31
bc792ace04233efedd8f161fb4b7b207,1,credit_card,1,47.27
4146a8b684caef22542409dd06db0d32,1,credit_card,3,165.70
dc1b1cb0a0bef9a1b53b35be77247cb3,1,boleto,1,65.09
b4b23a5f1e3af0a90cce47b18af0e612,1,credit_card,1,274.43
d75c3e13ca11e2e4e4a534f5533adba8,1,credit_card,1,123.52
d226c6a38313ae07e11b12bad9adb222,1,credit_card,3,68.05
669b32c048dfdec5e4573854abe5e565,1,credit_card,4,188.94
6cd2700e3e9fc015e3bbe4ee264af57b,1,credit_card,5,61.69
0552997d7a7283a7761acc3a5f9bcefd,1,credit_card,1,37.09
c6c5b304ff33e7fa4af88598e30ff11b,1,boleto,1,32.77
d619e17315e239a94dd71fc0e714b79d,1,boleto,1,190.33
ef704761e364e431e0ce0e0d170ebd81,1,credit_card,3,90.17
ab07cace6203ea7cea4ce239af99242d,1,credit_card,3,104.59
3a53d5a9a0c58d291ff3ae407b6df5fd,1,credit_card,3,134.17
93b68446f352031c3899ff57f76f0a68,1,credit_card,2,135.22
8ea1a1b5bb41e4093d30dbd5d3466b69,1,credit_card,2,196.46
b32669c7ee374ba5372e0824e5ec560c,1,credit_card,1,205.76
33e70b1305003580be0b34472acce620,4,voucher,1,27.16
69cd806f54b86ec97dfbc6e717691e86,3,voucher,1,1.65
30e92ef45b77af51660f221fbb2b94e3,1,credit_card,3,223.25
f80f1384081e853ae3bb03c6a87a4bbb,1,boleto,1,286.25
d129a390b12dad8097fca575b31aba6c,1,credit_card,6,198.14
4c3428283da9b354465abf10f72f556e,1,voucher,1,65.00
96872d026aa122a9e93957de1e58d427,1,credit_card,2,154.36
d17028f98cba67bc45687d1ca54cae08,1,credit_card,1,143.41
8aa1b241d97b02dbdb9a617b54added8,1,boleto,1,111.62
8a8a994e1490309488dfb4f502f76b0c,1,credit_card,3,103.87
f7687ac7f841e3dfa274c20c2b7b7822,1,credit_card,4,41.84
f20029eae2937bfb674b22b89f0e876b,1,credit_card,2,72.66
0071ee2429bc1efdc43aa3e073a5290e,1,voucher,1,100.00
d4b8d4d2db125937bf34083422aea427,1,boleto,1,42.58
d37f1c9ea5fc235b81a0f3051d57b30b,1,credit_card,2,157.13
2f4597354cca1be196ca6b609711c109,2,debit_card,1,70.12
04a28263e085d399c97ae49e0b477efa,1,credit_card,3,100.23
57bea8e109ecb1711cda36ced17c1b1e,1,credit_card,2,115.50
8216863fd456be73595ea9fa23901d1a,1,credit_card,1,17.78
45da61f7d9e9167809a7b49b252bccd3,1,credit_card,1,74.66
6f241b660166c2114fd190c56928a413,1,boleto,1,97.78
d56ec35ab3257ad373bdbca2a1516715,1,voucher,1,314.31
d6cd6f2a2537414f83cadc49e6e02e3f,1,credit_card,4,45.09
d8f57f08383291ef5fa6cb91dc1a4e02,1,boleto,1,109.89
22e80cc2d588160023446a6316057e5c,1,credit_card,1,64.34
0ccad283af81aa4910d7cd1e092326d1,1,boleto,1,124.52
3c63f38b18f9c813e6a2947f12708660,1,credit_card,1,100.65
60f2ddc8d4430b5d01a1b3aa873d2d03,1,credit_card,3,65.54
41c4b2ff8d7a24e95064ba2b122ec86a,2,credit_card,3,70.78
f025bb97dddaa40dd4f6132f1a13abc9,1,boleto,1,57.80
f06c19bf3191f1d176e8a11472b8f156,1,credit_card,6,60.09
1dc2fa22dbb160db9eb90923718fd0c5,1,credit_card,2,176.68
a7798126c7238a769777af04c3d19e71,1,credit_card,1,87.64
6ac3c585ab15fac9309ab89d0694e3f0,1,boleto,1,252.69
ecac5badffe4c7227c7d6ac1a33fd6d5,1,credit_card,5,252.09
854f8cb8dacdc3abc4cce7a7df6fcc1f,1,credit_card,3,59.24
d3f44296d90a42d3ec4b52b18654e87a,4,voucher,1,3.47
701b8d796304d25d93346f4f62a7eebc,1,voucher,1,41.06
3ce23ec58b30f84a32003c7bf535d14f,1,credit_card,4,40.52
3b2285d4d80f742f34cc959e041722a9,1,credit_card,6,210.47
8cfc6624adef5f59e3ddd7167bc07107,1,credit_card,1,27.75
ff0ce2a8ea25fbe31464674b30ecc983,1,credit_card,1,64.09
037e4ea044a589bcfbceb43210ba7024,1,credit_card,5,131.94
594ede9623d6ce9f955be5b0fd0f0baa,1,credit_card,1,82.98
c97448e24a8f892f02dcf3089103346f,1,credit_card,3,44.10
18cc6945eeb0fac797b1e48e96bb7ad7,1,credit_card,1,294.75
9a697390de6da65c977ba337071a06a3,1,credit_card,2,141.13
93667ea4f04019c0c0010be42972ab42,1,credit_card,2,55.09
43b68bc17b7182a73f19829a1cbd4333,1,credit_card,1,2.34
9354409c9ecd338d805ab1908f24614f,1,credit_card,1,114.33
708819b15b92924c2b0045e5e0a41c5a,1,boleto,1,65.00
ee3e4667c7774f7a6b61e1990ec78cf4,1,credit_card,1,49.77
29449197055445f2fc9d9f08777b676d,1,credit_card,1,419.94
3103711a12d2c4c5a35a9fe7b3308543,2,voucher,1,82.93
acfdfe594c452da60406c0a9a0a3d97d,1,credit_card,3,174.88
2f2d19b0f7b592189062b9ba3eaecc16,1,credit_card,4,213.78
3b80f5f8f9c4664e52e228a8ce5752f9,1,credit_card,2,161.66
80128feb8f15a7ebaa8371aa0a718604,1,boleto,1,250.40
7d147963db91d7f73bfb2c6a89516682,1,voucher,1,32.00
accac73fb87ed8038257218147829125,1,credit_card,5,106.75
1ea77fa7226c1316ce74441948be0e6d,1,credit_card,3,155.23
de7038d8608ce7f028fe6a2ccd44c8ce,1,credit_card,1,164.42
b237e3e48b008b3ee341df062216e47d,1,credit_card,2,143.50
67140d21efc3fbf8dbf3cdc8f2aaf005,1,credit_card,5,55.09
7284a4f946c71afdbdd5e508d8f7814f,1,credit_card,4,45.09
a1b33a82ce718e7ad4704992b3c01624,1,credit_card,1,35.00
f4292190db56513f0a25ed9fa7fd2f10,2,voucher,1,92.58
b7500da4a02eac89b7dcbeaf4efaf00b,1,credit_card,1,104.85
39fe0f3cac902673a46b974f5d4a8528,2,voucher,1,76.98
4ebbbd231e136e72a341eb57a1d74159,1,credit_card,5,58.99
33e70b1305003580be0b34472acce620,1,credit_card,1,0.11
d51ef15e75e30be319e9efb0a207e71a,1,credit_card,4,65.00
f8f4eed82047735135a9978523d4d202,1,credit_card,7,377.27
1c4321d51d7e6f9ac2ae011396ecde38,1,credit_card,1,113.15
014e78d1239f19fdcafd760d3e52f923,1,credit_card,1,28.50
dca482e5aa125557f2b6522c4c85de34,1,credit_card,1,43.09
38ac0cc1879cabf9cb23a2e8f217acfe,1,boleto,1,875.90
7de7616c54157429d4da1735349c345b,1,credit_card,3,98.13
8231afdd82b5ad4d2ed3f2445ed555a3,1,credit_card,4,248.36
af93e16ddf586c99d807b5b6a68903ac,1,credit_card,1,163.06
dd822b10da74cb1d429d84daaa0d47a3,1,credit_card,3,71.14
127f8f54e84665683a3c9bde5b3e768c,1,credit_card,1,94.21
e5960ff1e95988c4839fb2aa27e6822a,1,credit_card,1,63.60
46e4d123d255804919f2b94c04130164,1,credit_card,5,93.32
20bfd4b6f0ed6f72f3d3f9a2eca472cd,1,credit_card,3,71.04
f1e5e253b034f7de87843fe5dc8693af,1,credit_card,2,117.85
e358b1e356a4242ef1e60c1a8e8068a8,1,debit_card,1,150.87
8e8b51e17eee9ba8af38266e4c242549,1,credit_card,8,184.20
0abc76160f3b4b423ec1bcece0ade723,1,credit_card,5,55.75
bb98ebf4863602704a934e547ca8fbee,1,credit_card,2,174.88
bf5a19905dfd112e6964d76f4b21cf35,1,credit_card,1,74.94
9e7137975355579bd52d6ad4e682f833,1,credit_card,3,61.77
06f8ee6a5ff26786c382b4fcf5b8ebe7,1,credit_card,6,139.07
131a49afe3f297e46c9eab6f3a815b2a,1,boleto,1,37.44
df466fb774f8f20a2cca22211d35b778,2,voucher,1,57.99
30e2d11b0cffddca576aea4e0a1f54f7,1,credit_card,3,157.21
